Дата,Код фьючерса,Средне-взвешенная цена за лот,Расчетная цена,Цена первой сделки,Максим. цена,Миним. цена,Цена последней сделки,Изменение,"Объем последней сделки, контр.",Число сделок,"Объем торгов, руб.","Объем торгов, контр.","Объем открытых позиций, руб.","Объем открытых позиций, контр.",Размеры ГО (руб./контракт),
28.01.2015,MXH5,169445,166050,168700,171900,165375,166050,-1.72,2,6955,2488972575,14689,3811179600,22952,26600,
29.01.2015,MXH5,166870,164900,166150,168700,164800,164900,-0.69,1,6005,1963061400,11764,3819413800,23162,26400,
30.01.2015,MXH5,164904,164000,165000,167000,162800,164000,-0.55,1,5842,2009679325,12187,3627024000,22116,26250,
02.02.2015,MXH5,164382,162900,164000,167600,161800,162900,-0.67,2,6888,2248747300,13680,3792963600,23284,26100,
03.02.2015,MXH5,164565,165925,162750,167075,162000,165925,1.86,2,6181,2032211600,12349,3797027700,22884,26550,
04.02.2015,MXH5,165659,165175,166000,166700,164300,165175,-0.45,2,5234,1643503475,9921,3757731250,22750,26450,
05.02.2015,MXH5,167593,170500,165250,170650,164000,170500,3.22,1,8001,2614330250,15597,3752364000,22008,27300,
06.02.2015,MXH5,174489,176975,170650,177500,169300,176975,3.80,1,8611,2847307175,16318,4280317350,24186,28350,
09.02.2015,MXH5,179164,176850,176650,185850,173800,176850,-0.07,1,12891,4659342800,26006,3814654500,21570,28300,
10.02.2015,MXH5,176945,176100,177000,179225,174150,176025,-0.47,1,7137,2256927325,12755,3864338400,21944,28200,
11.02.2015,MXH5,178820,178525,176275,180975,175700,178525,1.42,1,7455,2473435775,13832,3930763450,22018,28600,
12.02.2015,MXH5,180642,181850,178750,184950,176000,181850,1.86,1,11619,4271088800,23644,3930505900,21614,29100,
13.02.2015,MXH5,184266,184975,182000,186000,181825,184975,1.72,1,8281,3151135175,17101,3980292050,21518,29600,
16.02.2015,MXH5,182044,181200,184550,185950,179575,181200,-2.04,1,6113,2220940675,12200,3982051200,21976,29000,
17.02.2015,MXH5,182031,179875,181100,185850,179075,179875,-0.73,1,7701,2759415025,15159,3986030000,22160,28800,
18.02.2015,MXH5,182910,182000,179850,185000,179750,181925,1.14,1,8891,3265672425,17854,3709524000,20382,29150,
19.02.2015,MXH5,179762,180700,182250,183475,176750,180700,-0.67,1,7253,2646813025,14724,3573884600,19778,28950,
20.02.2015,MXH5,180814,180575,180525,183200,178925,180575,-0.07,1,5436,2152223100,11903,3500988100,19388,28900,
24.02.2015,MXH5,178275,178250,180300,181800,176500,178250,-1.29,2,4318,1814300325,10177,3427391000,19228,28550,
25.02.2015,MXH5,175549,174750,178200,179100,173450,174750,-1.96,1,3850,1480230825,8432,3314308500,18966,28000,
26.02.2015,MXH5,176251,176400,175000,177925,174075,176400,0.94,1,4367,1935592625,10982,3290565600,18654,28250,
27.02.2015,MXH5,175739,177450,176350,177925,174050,177450,0.60,1,4411,1836297175,10449,3217168500,18130,28400,
02.03.2015,MXH5,178667,178500,177500,180075,177175,178500,0.59,4,3937,1623372000,9086,3264765000,18290,28600,
03.03.2015,MXH5,180508,181450,178600,183525,177450,181450,1.65,2,5351,2478944800,13729,3319083400,18292,29050,
04.03.2015,MXH5,179907,176825,181250,182675,176175,176900,-2.51,1,4913,2241459475,12459,3497952150,19782,28300,
05.03.2015,MXH5,177155,176500,176550,179950,174950,176500,-0.23,1,5887,2648645450,14951,3165351000,17934,28250,
06.03.2015,MXH5,175088,173025,176500,177200,172400,173025,-1.97,1,4124,1674190525,9562,3131406450,18098,27700,
10.03.2015,MXH5,169671,167475,172900,173100,166625,167475,-3.21,1,6170,2756139900,16244,3460703400,20664,26800,
11.03.2015,MXH5,167480,167400,167450,169475,165500,167400,-0.04,1,5612,2244225975,13400,2531757600,15124,26800,
12.03.2015,MXH5,166687,165800,167675,168100,165575,165800,-0.96,1,4563,1711203875,10266,2309925600,13932,26550,
13.03.2015,MXH5,164545,162200,165750,166725,161700,162200,-2.17,1,4184,1460661675,8877,1983706000,12230,26000,
16.03.2015,MXH5,162298,162112,162500,163300,160850,162100,-0.06,5,1960,827394625,5098,,,25950,
17.03.2015,MXM5,164169,164200,164850,165500,162800,164200,0.28,1,3526,1379511925,8403,2540502400,15472,26300,
18.03.2015,MXM5,165439,165950,163750,166900,163600,165950,1.07,1,3536,1240458175,7498,2693036600,16228,26600,
19.03.2015,MXM5,166466,163875,166250,168400,163550,163875,-1.25,1,6203,2131928925,12807,2688533250,16406,26250,
20.03.2015,MXM5,164741,166000,163500,166550,162500,166000,1.30,2,5448,1993860300,12103,2639400000,15900,26600,
23.03.2015,MXM5,164744,162550,165650,166900,162250,162550,-2.08,3,3661,1270342150,7711,2686626400,16528,26050,
24.03.2015,MXM5,163328,164100,162750,165050,161600,164100,0.95,1,4747,1536261425,9406,2687301600,16376,26300,
25.03.2015,MXM5,163703,163900,164075,165250,161825,163900,-0.12,1,4139,1380505800,8433,2708611400,16526,26250,
26.03.2015,MXM5,163117,160525,163575,166050,159575,160525,-2.06,1,7367,2447569775,15005,2542073900,15836,25700,
27.03.2015,MXM5,160344,160000,160500,161950,159025,160000,-0.33,1,5018,1600870625,9984,2517760000,15736,25600,
30.03.2015,MXM5,161569,163650,160000,163875,158675,163650,2.28,2,4749,1592910925,9859,2477661000,15140,26200,
31.03.2015,MXM5,163910,164750,163600,165000,162775,164750,0.67,1,4487,1445852075,8821,2474874500,15022,23100,
01.04.2015,MXM5,166465,168375,164750,168675,163450,168375,2.20,2,7172,2642468500,15874,2623282500,15580,23600,
02.04.2015,MXM5,168883,170700,168425,170750,167425,170750,1.41,2,7441,2548782900,15092,2700132600,15818,23900,
03.04.2015,MXM5,170805,170300,170700,171750,169725,170300,-0.26,4,5115,1775342225,10394,2704023400,15878,23850,
06.04.2015,MXM5,171438,172300,170500,172700,169800,172300,1.17,1,4373,1497854625,8737,2802287200,16264,24150,
07.04.2015,MXM5,172025,171750,172575,173775,170550,171750,-0.32,1,6320,2169578075,12612,2721894000,15848,24050,
08.04.2015,MXM5,170409,170525,172000,172100,169300,170525,-0.71,1,6039,2122616500,12456,2751591400,16136,23900,
09.04.2015,MXM5,168678,169050,170400,170650,167250,169050,-0.86,1,8449,3120204850,18498,2734890900,16178,23700,
10.04.2015,MXM5,167850,167700,169000,170175,165425,167750,-0.77,1,9778,3782830525,22537,2645635200,15776,23500,
13.04.2015,MXM5,169542,169350,167700,171750,167175,169350,0.95,3,9287,3330822325,19646,2742115200,16192,23750,
14.04.2015,MXM5,167874,166350,169300,169950,165900,166350,-1.77,1,6674,2412516625,14371,2810982300,16898,23300,
15.04.2015,MXM5,167706,169600,166425,169950,165900,169600,1.95,6,5427,2026554175,12084,2806880000,16550,23750,
16.04.2015,MXM5,169684,169925,169425,171100,167875,169925,0.19,1,6893,2638592200,15550,3035200350,17862,23800,
17.04.2015,MXM5,170139,168875,170300,175500,168050,168875,-0.62,2,6349,2289216275,13455,2843517250,16838,23650,
20.04.2015,MXM5,169374,170875,168800,171675,166000,170875,1.18,1,9449,3446260725,20347,2783212000,16288,23950,
21.04.2015,MXM5,172444,173450,171000,173750,170500,173450,1.51,1,7600,2659596250,15423,2851864900,16442,24300,
22.04.2015,MXM5,171479,169375,173250,174100,168900,169375,-2.35,1,7454,2764415100,16121,3363787500,19860,23750,
23.04.2015,MXM5,167471,169000,169450,170125,164925,169000,-0.22,2,10319,4169834050,24898,3354650000,19850,23700,
24.04.2015,MXM5,169673,169575,168950,171250,167750,169575,0.34,1,7911,2935007825,17298,3401335350,20058,23750,
27.04.2015,MXM5,170632,170000,169800,171775,169250,170000,0.25,1,6872,2427072275,14224,2918560000,17168,23800,
28.04.2015,MXM5,169081,169675,170000,170000,168075,169675,-0.19,1,7196,2488869425,14720,2950308900,17388,23800,
29.04.2015,MXM5,169762,169675,169325,171225,168175,169675,,6,6020,2261733225,13323,2586525700,15244,27150,
30.04.2015,MXM5,169522,170100,169675,170700,168450,170100,0.25,1,8578,3104621650,18314,2408616000,14160,27250,
05.05.2015,MXM5,172666,172925,170175,174975,169525,172925,1.66,1,7787,2874892100,16650,2835970000,16400,24250,
06.05.2015,MXM5,172499,171600,172750,173925,170800,171600,-0.77,1,7663,2837256200,16448,3070267200,17892,24050,
07.05.2015,MXM5,170020,170375,171750,172000,168700,170375,-0.71,1,7613,3134821075,18438,3020408000,17728,23900,
08.05.2015,MXM5,170791,171925,170500,172725,169575,171925,0.91,1,7056,2538634875,14864,2838481750,16510,24100,
12.05.2015,MXM5,171767,171500,172025,173275,169750,171500,-0.25,1,7914,2911271350,16949,2795450000,16300,24050,
13.05.2015,MXM5,170565,169300,171450,172100,168950,169300,-1.28,1,7214,2575525075,15100,2787693800,16466,23750,
14.05.2015,MXM5,168940,169125,169300,170275,167850,169125,-0.10,1,8644,3173876450,18787,2616025500,15468,23700,
15.05.2015,MXM5,169411,169775,169125,170275,168325,169775,0.38,1,6458,2788341125,16459,2678709950,15778,23800,
18.05.2015,MXM5,169671,168550,169775,170525,168350,168550,-0.72,1,7298,2758007725,16255,2717700200,16124,23600,
19.05.2015,MXM5,166710,166000,168375,168550,164900,166000,-1.51,1,7869,2686370675,16114,2759584000,16624,23250,
20.05.2015,MXM5,164618,163950,165800,166575,163450,163975,-1.22,1,7346,2851013825,17319,2789117400,17012,23000,
21.05.2015,MXM5,164548,166600,163900,166625,163225,166600,1.60,1,6636,2524172325,15340,2860855200,17172,23350,
22.05.2015,MXM5,166768,167525,166525,167725,165900,167525,0.56,2,6448,2414970575,14481,2710889550,16182,23500,
25.05.2015,MXM5,165886,166600,167325,167875,164500,166600,-0.55,1,6081,2059311900,12414,2753564800,16528,23350,
26.05.2015,MXM5,167032,165675,166700,171000,164950,165675,-0.56,1,7045,2711825650,16240,2976517050,17966,23200,
27.05.2015,MXM5,165453,166000,165700,167000,164075,166000,0.20,1,6658,2600597575,15718,2895372000,17442,23250,
28.05.2015,MXM5,167129,167125,166125,168500,165575,167125,0.68,3,6496,2384424500,14267,2752548750,16470,23400,
29.05.2015,MXM5,166289,163300,167100,168475,163000,163300,-2.29,1,8049,3334089475,20050,3321522000,20340,22900,
01.06.2015,MXM5,163625,162625,163500,164575,162075,162625,-0.41,1,7139,2742193025,16759,3283073500,20188,22800,
02.06.2015,MXM5,163303,165650,162500,165775,161300,165625,1.84,1,6848,2598145575,15910,3124821600,18864,23200,
03.06.2015,MXM5,164186,164500,165650,166225,161625,164500,-0.68,3,7112,2892303400,17616,2997519000,18222,23050,
04.06.2015,MXM5,164014,163725,164300,164825,162800,163725,-0.47,1,6453,2755430325,16800,2861258100,17476,22950,
05.06.2015,MXM5,164272,165250,163725,165375,163350,165250,0.93,4,6881,2842729575,17305,2768598500,16754,17250,
08.06.2015,MXM5,165512,164600,165125,167000,164000,164600,-0.39,6,7653,3076699800,18589,2775485200,16862,16500,
09.06.2015,MXM5,165120,166600,164625,166850,163625,166600,1.22,1,6206,2427755825,14703,2698920000,16200,16700,
10.06.2015,MXM5,165868,165375,166500,166700,164975,165375,-0.74,1,6379,2516874825,15174,2579519250,15598,16550,
11.06.2015,MXM5,164596,164875,165175,165600,163625,164875,-0.30,1,4972,2028153575,12322,2068521750,12546,16500,
15.06.2015,MXM5,164441,164222,165000,165650,162800,164250,-0.38,2,3968,2496372850,15181,,,16450,
16.06.2015,MXU5,166121,166975,165700,167725,164800,166975,0.75,2,5636,2586336875,15569,1958282800,11728,16700,
17.06.2015,MXU5,166869,166375,166925,167950,166050,166375,-0.36,2,5206,1962207975,11759,2012472000,12096,16650,
18.06.2015,MXU5,166407,165625,166300,167325,165450,165625,-0.45,1,6858,2708275300,16275,2221031250,13410,16600,
19.06.2015,MXU5,165772,165725,165625,166475,165175,165600,-0.02,1,4706,1659707950,10012,2246236650,13554,16600,
22.06.2015,MXU5,166853,167125,165900,167900,165500,167125,0.92,1,4373,1742281275,10442,2286938500,13684,16750,
23.06.2015,MXU5,166299,166150,166950,167600,165375,166150,-0.58,1,4876,2006897750,12068,2250003300,13542,16650,
24.06.2015,MXU5,165145,164650,166000,166700,163700,164650,-0.90,10,5364,2293198925,13886,2241545100,13614,16500,
25.06.2015,MXU5,164245,163425,164500,165350,163175,163425,-0.74,1,4921,1942357700,11826,2240883600,13712,16350,
26.06.2015,MXU5,163683,164275,163500,164800,162625,164275,0.52,1,4181,1643378100,10040,2182886200,13288,16450,
29.06.2015,MXU5,163298,162525,164225,164600,162225,162525,-1.06,3,4814,2149657000,13164,2473630500,15220,16300,
30.06.2015,MXU5,163527,165000,162525,165250,161500,165000,1.52,1,6421,3048642900,18643,2444640000,14816,16500,
01.07.2015,MXU5,164865,163850,164900,165850,163450,163850,-0.70,12,5547,2421868700,14690,2160198400,13184,16400,
02.07.2015,MXU5,163723,164025,163900,164600,162750,164025,0.11,10,4814,2317008525,14152,2061794250,12570,16450,
03.07.2015,MXU5,163019,162600,164050,164200,162100,162600,-0.87,1,3897,1830542050,11229,2149246800,13218,16300,
06.07.2015,MXU5,162041,161900,162775,163475,161125,161900,-0.43,1,4283,2328369125,14369,2195040200,13558,16200,
07.07.2015,MXU5,161916,161250,162000,163100,160600,161250,-0.40,1,7637,3592114400,22185,2041425000,12660,16150,
08.07.2015,MXU5,159811,159425,161300,163250,157025,159375,-1.16,5,11252,5258104300,32902,2157020250,13530,15950,
09.07.2015,MXU5,160404,161300,159550,161350,159250,161300,1.21,1,5726,2381522100,14847,2176582200,13494,16150,
10.07.2015,MXU5,161632,162175,161200,162450,160750,162175,0.54,1,5514,2407503150,14895,2220500100,13692,16250,
13.07.2015,MXU5,163321,164550,162050,164800,162000,164550,1.46,1,7276,3510754675,21496,2601206400,15808,16500,
14.07.2015,MXU5,164353,165625,164650,165750,162825,165625,0.65,1,5941,3043323225,18517,2590043750,15638,16600,
15.07.2015,MXU5,166202,166650,165500,167275,165350,166650,0.62,1,6119,3162156450,19026,2878712100,17274,16700,
16.07.2015,MXU5,166801,167925,166425,168075,165250,167925,0.76,1,5728,2717180900,16290,2833566450,16874,16800,
17.07.2015,MXU5,168043,167400,167950,168775,167100,167350,-0.34,1,6398,2874718375,17107,2439352800,14572,16750,
20.07.2015,MXU5,166027,164600,167375,167850,164100,164600,-1.64,1,6448,3599301275,21679,2038735600,12386,16500,
21.07.2015,MXU5,165152,165425,164675,166575,164050,165425,0.50,1,6668,3033189975,18366,2206107800,13336,16550,
22.07.2015,MXU5,165124,165225,165325,165800,164125,165225,-0.12,1,7368,3379761350,20468,2248051350,13606,16550,
23.07.2015,MXU5,164755,163750,165350,165900,163750,163750,-0.89,1,6306,2495378900,15146,2023295000,12356,16400,
24.07.2015,MXU5,163112,161500,163750,164550,161300,161500,-1.37,1,9150,3809635800,23356,1874369000,11606,16150,
27.07.2015,MXU5,160402,160500,161425,161900,158900,160500,-0.62,1,11187,4801967325,29937,1686213000,10506,16050,
28.07.2015,MXU5,161720,162775,160650,163450,159650,162775,1.42,2,12098,5621064625,34758,1891119950,11618,16300,
29.07.2015,MXU5,163271,164400,162975,164775,162150,164425,1.01,2,10414,4253874300,26054,2323958400,14136,16450,
30.07.2015,MXU5,164949,165200,164300,165975,163975,165200,0.47,3,10085,4066311300,24652,2684169600,16248,16550,
31.07.2015,MXU5,166175,168875,165225,168925,164750,168850,2.21,3,11060,4333188350,26076,3790568250,22446,16900,
03.08.2015,MXU5,168142,167350,168975,169575,167075,167350,-0.89,9,12895,5577423750,33171,3944439500,23570,16750,
04.08.2015,MXU5,168286,168500,167350,169350,167100,168500,0.69,2,9147,3955052100,23502,4234068000,25128,16850,
05.08.2015,MXU5,169562,169800,168525,171350,167950,169800,0.77,4,10630,4355021200,25684,4737080400,27898,17000,
06.08.2015,MXU5,169485,169050,169700,171225,168375,169075,-0.43,3,10307,4285368525,25284,4427081400,26188,16950,
07.08.2015,MXU5,169965,170625,168850,171000,168850,170625,0.92,1,7380,2856600475,16807,4821180000,28256,17100,
10.08.2015,MXU5,170363,171600,170600,171675,168550,171600,0.57,1,9731,4052414125,23787,4951689600,28856,17200,
11.08.2015,MXU5,171999,170475,171625,173400,170400,170475,-0.66,1,10319,4281780600,24894,4981279500,29220,17050,
12.08.2015,MXU5,170399,170250,170475,171500,169300,170250,-0.13,3,8546,3358513575,19709,5127589500,30118,17050,
13.08.2015,MXU5,171103,170700,170250,172500,169850,170700,0.26,10,8523,3828095875,22373,4862901600,28488,17100,
14.08.2015,MXU5,172044,172400,170800,173400,170475,172400,1.00,1,7336,3250434225,18893,5437496000,31540,17250,
17.08.2015,MXU5,171562,171400,172325,172525,170075,171400,-0.58,1,6787,2989126675,17423,4515704400,26346,17150,
18.08.2015,MXU5,170526,170325,171400,171600,169250,170350,-0.61,11,5763,2315915850,13581,4381099650,25722,17050,
19.08.2015,MXU5,169577,167625,170275,171050,167050,167625,-1.60,1,6960,2885698200,17017,4118211000,24568,16800,
20.08.2015,MXU5,168801,169550,167650,170550,167200,169550,1.15,7,11150,4933774150,29228,4854555600,28632,17000,
21.08.2015,MXU5,168493,167050,169500,169975,166875,167000,-1.50,1,7630,3242138925,19242,4671720300,27966,16750,
24.08.2015,MXU5,164199,164050,167000,167450,160350,164050,-1.77,10,13417,5707065900,34757,4497266700,27414,16450,
25.08.2015,MXU5,165458,166200,164375,167550,162500,166200,1.31,3,15134,6530421350,39469,5043172800,30344,16650,
26.08.2015,MXU5,165696,166500,166175,167800,163225,166500,0.18,11,10947,4882898250,29469,4468194000,26836,16650,
27.08.2015,MXU5,168020,169575,166400,169900,166100,169575,1.85,5,9626,3735149800,22231,5480664000,32320,17000,
28.08.2015,MXU5,170731,171975,169900,172675,169075,171975,1.42,21,13006,5185949200,30375,5836487550,33938,17200,
31.08.2015,MXU5,172178,173350,172300,173350,170550,173350,0.80,38,11041,4757968300,27634,5951798900,34334,17350,
01.09.2015,MXU5,171538,169250,173500,173975,169075,169200,-2.39,1,14599,6751036300,39356,5285339000,31228,16950,
02.09.2015,MXU5,169790,168825,169475,172175,167800,168825,-0.22,12,14800,7178398000,42278,4619052000,27360,16900,
03.09.2015,MXU5,169974,170825,168700,171900,168200,170800,1.17,1,10924,4414046925,25969,4952558400,28992,17100,
04.09.2015,MXU5,170180,169525,170800,171375,168750,169525,-0.75,1,9424,3926392200,23072,4778231650,28186,17000,
07.09.2015,MXU5,169678,169975,169425,170925,168550,169975,0.26,1,8180,3157369350,18608,4902079000,28840,17000,
08.09.2015,MXU5,171743,171650,169925,173325,169800,171625,0.97,1,9594,4201525200,24464,5268625100,30694,17200,
09.09.2015,MXU5,172316,171975,171550,173425,170625,171975,0.20,1,9048,3728570700,21638,5534155500,32180,17200,
10.09.2015,MXU5,171472,171800,172000,172625,170525,171800,-0.10,1,9333,3552039225,20715,4944747600,28782,17200,
11.09.2015,MXU5,171545,171325,171700,172350,170800,171325,-0.28,1,5487,2048246100,11940,4803267700,28036,17150,
14.09.2015,MXU5,172604,172400,171500,173775,171300,172400,0.63,1,5998,2554192600,14798,5016150400,29096,17250,
15.09.2015,MXU5,172098,171841,172375,172800,171500,171825,-0.33,1,3357,2001676375,11631,,,17200,
16.09.2015,MXZ5,175547,176450,174150,176675,174150,176450,1.23,1,4223,1571499850,8952,2296673200,13016,17650,
17.09.2015,MXZ5,176197,175875,176425,176875,175375,175875,-0.33,1,3858,1851477650,10508,2548428750,14490,17600,
18.09.2015,MXZ5,175956,174925,175750,178400,173075,174925,-0.54,2,7809,3478480800,19769,2195658600,12552,17500,
21.09.2015,MXZ5,174310,172625,174800,183675,172550,172575,-1.34,4,4606,2078781700,11927,2127775750,12326,17300,
22.09.2015,MXZ5,170646,168775,172775,173225,168400,168775,-2.20,1,6506,2869076800,16813,1711378500,10140,16900,
23.09.2015,MXZ5,168124,166500,168750,169525,166450,166500,-1.35,3,6930,3231276825,19219,1464201000,8794,16650,
24.09.2015,MXZ5,165621,165400,166500,167000,163900,165400,-0.66,1,7263,3018782625,18227,1624228000,9820,16550,
25.09.2015,MXZ5,166838,166775,165525,168150,165325,166775,0.83,4,5364,2366461700,14185,1925250600,11544,16700,
28.09.2015,MXZ5,166361,165225,166875,168225,164700,165225,-0.93,1,5717,2088167850,12552,1995587550,12078,16550,
29.09.2015,MXZ5,165636,166650,165075,166900,164000,166650,0.86,1,5949,2146141250,12957,1955804400,11736,16700,
30.09.2015,MXZ5,167542,166500,166475,168950,165750,166500,-0.09,1,6486,2562947225,15298,1981350000,11900,16650,
01.10.2015,MXZ5,166699,165950,166575,168150,164750,165950,-0.33,1,7144,2969498800,17814,1786617700,10766,16600,
02.10.2015,MXZ5,164747,164025,165700,166325,163050,164025,-1.16,1,6893,2854412300,17326,1921060800,11712,16450,
05.10.2015,MXZ5,166448,168275,164175,168900,164000,168275,2.59,1,8371,3584120650,21533,2663456700,15828,16850,
06.10.2015,MXZ5,169263,170100,168425,170100,168275,170100,1.08,1,5137,1848693200,10922,2829783600,16636,17050,
07.10.2015,MXZ5,169914,169900,170075,171150,168800,169850,-0.15,1,5320,2118616225,12469,2564470600,15094,17000,
08.10.2015,MXZ5,170769,172675,169800,172850,168900,172600,1.62,1,5596,2043250100,11965,2609464600,15112,17300,
09.10.2015,MXZ5,174538,175975,172600,176875,172600,175975,1.96,1,7794,3353567450,19214,2929631800,16648,17600,
12.10.2015,MXZ5,175079,173650,175900,177400,173050,173650,-1.32,1,5291,2324350225,13276,2649551700,15258,17400,
13.10.2015,MXZ5,173610,174700,173900,175200,172300,174700,0.60,1,6849,2640429650,15209,2425185400,13882,17500,
14.10.2015,MXZ5,175018,175800,174925,176500,173500,175850,0.66,1,5245,2068717950,11820,2321966400,13208,17600,
15.10.2015,MXZ5,176858,176725,175850,177950,174900,176725,0.50,1,5971,2628109850,14860,2866479500,16220,17700,
16.10.2015,MXZ5,176361,174975,176700,178250,174475,174975,-0.99,1,6982,2518794575,14282,2648771550,15138,17500,
19.10.2015,MXZ5,174456,174575,175050,175850,173125,174575,-0.23,1,4762,1706358900,9781,2465348150,14122,17500,
20.10.2015,MXZ5,174232,174775,174775,175175,172975,174775,0.12,2,4828,1741270450,9994,2398612100,13724,17500,
21.10.2015,MXZ5,173926,173775,174675,175200,172750,173775,-0.57,1,5005,1733342300,9966,2239959750,12890,17400,
22.10.2015,MXZ5,173533,173800,173725,174500,172550,173800,0.01,3,4492,1674976650,9652,2172152400,12498,17400,
23.10.2015,MXZ5,174718,174700,173975,176125,173525,174700,0.52,1,5277,1797146300,10286,2187244000,12520,17500,
26.10.2015,MXZ5,174077,172975,174925,175800,171725,172975,-0.99,1,4891,1899771725,10913,1915525150,11074,17300,
27.10.2015,MXZ5,172372,174100,172750,174150,171275,174100,0.65,4,4779,1690241625,9806,2048112400,11764,17450,
28.10.2015,MXZ5,173781,174575,173825,175025,172850,174575,0.27,3,5144,1841065775,10594,2021229350,11578,17500,
29.10.2015,MXZ5,173937,172925,174625,175850,172700,172925,-0.94,5,7117,2753419650,15830,2094467600,12112,17300,
30.10.2015,MXZ5,173092,173075,173125,174225,171800,173075,0.09,1,5304,1916643725,11073,2102168950,12146,17350,
02.11.2015,MXZ5,173772,175650,173200,175850,171850,175650,1.49,3,6354,2381545325,13705,2382516600,13564,17600,
03.11.2015,MXZ5,177274,178875,175700,178950,175275,178875,1.84,2,6678,2784627075,15708,3000807000,16776,17900,
05.11.2015,MXZ5,179496,178500,178850,180475,178125,178500,-0.21,1,7216,2764595325,15402,3199434000,17924,17850,
06.11.2015,MXZ5,178342,177200,178575,179750,176425,177200,-0.73,1,6233,2159670375,12110,3038271200,17146,17750,
09.11.2015,MXZ5,177236,176400,177175,178150,175800,176400,-0.45,1,4861,1940376625,10948,2933884800,16632,17650,
10.11.2015,MXZ5,175860,176200,176575,177150,174875,176200,-0.11,1,6707,2573361400,14633,2736738400,15532,17650,
11.11.2015,MXZ5,175911,175400,176475,177300,174900,175400,-0.45,1,6529,2388704000,13579,2569960800,14652,17550,
12.11.2015,MXZ5,175519,176050,175275,176525,174500,176050,0.37,11,5801,2233128950,12723,2691100300,15286,17650,
13.11.2015,MXZ5,174860,174075,176250,176900,173400,174075,-1.12,17,6167,2383512950,13631,2585361900,14852,17450,
16.11.2015,MXZ5,175239,176050,174000,176700,173475,176050,1.14,1,5701,2244116425,12806,2739690100,15562,17650,
17.11.2015,MXZ5,178626,180825,175975,181000,175350,180825,2.71,1,9158,3760247475,21051,3385405650,18722,18100,
18.11.2015,MXZ5,181933,183550,180625,183800,179875,183550,1.51,1,8805,3512026450,19304,3394573700,18494,18400,
19.11.2015,MXZ5,183706,182650,183550,185950,182050,182650,-0.49,1,10915,3997985775,21763,3235462100,17714,18300,
20.11.2015,MXZ5,182475,184175,183250,184625,181100,184175,0.84,1,7998,3161375125,17325,3184754100,17292,18450,
23.11.2015,MXZ5,185642,188075,184200,188450,182500,188075,2.12,3,10127,4023969175,21676,3453057000,18360,18850,
24.11.2015,MXZ5,185078,181850,187900,188750,181000,181850,-3.31,2,12209,4776867450,25810,2632096900,14474,18350,
25.11.2015,MXZ5,183368,184300,182000,185000,181775,184300,1.35,1,8628,3247258200,17709,2682302200,14554,18450,
26.11.2015,MXZ5,184558,183250,184700,186325,182725,183250,-0.57,1,6209,2433952275,13188,2878857500,15710,18600,
27.11.2015,MXZ5,181406,179675,183150,183800,179600,179675,-1.95,6,7116,3149021550,17359,2648768850,14742,18600,
30.11.2015,MXZ5,179646,178025,179750,181250,177900,178025,-0.92,1,7673,3041772700,16932,2317885500,13020,18600,
01.12.2015,MXZ5,178005,177750,178450,179050,176775,177750,-0.15,6,5107,1956096200,10989,1960582500,11030,17800,
02.12.2015,MXZ5,177884,177800,177350,179900,176350,177800,0.03,9,5470,2266422575,12741,1922018000,10810,17800,
03.12.2015,MXZ5,177837,179525,177500,179675,176225,179500,0.96,1,6764,2959910775,16644,1899015450,10578,18000,
04.12.2015,MXZ5,177791,175025,179675,180550,174175,175025,-2.49,1,9151,3507635400,19729,1618281150,9246,17550,
07.12.2015,MXZ5,175202,173650,175100,176650,173525,173650,-0.79,1,5754,2354533725,13439,1272854500,7330,17400,
08.12.2015,MXZ5,172844,172400,173525,174150,171325,172425,-0.70,13,6292,2553116825,14773,1242659200,7208,17250,
09.12.2015,MXZ5,172775,173950,172250,174275,171825,173950,0.88,8,6035,2697889375,15615,1203038200,6916,17400,
10.12.2015,MXZ5,173729,173500,173750,175150,172350,173500,-0.26,1,6731,3148846325,18125,1295351000,7466,17350,
11.12.2015,MXZ5,172779,172175,173250,173500,171475,172175,-0.76,1,4816,1978319850,11450,1201437150,6978,17250,
14.12.2015,MXZ5,171003,170950,171825,172325,169850,170950,-0.71,1,6572,2888589375,16892,937489800,5484,17100,
15.12.2015,MXZ5,172202,174259,170700,174400,170025,174225,1.92,1,3190,1424882775,8272,,,17450,
16.12.2015,MXH6,178401,178750,177350,179475,177350,178550,0.65,7,5459,2441232825,13684,1128270000,6312,17900,
17.12.2015,MXH6,180242,181325,178950,182425,178100,181325,1.55,1,8314,4026055175,22337,1304452050,7194,18150,
18.12.2015,MXH6,177978,175850,181200,181250,175325,175850,-3.02,2,7884,3601913600,20238,1148300500,6530,17600,
21.12.2015,MXH6,175713,174500,176000,177200,174100,174425,-0.81,1,5272,2103993350,11974,1097605000,6290,17450,
22.12.2015,MXH6,175079,175900,174525,176250,173700,175900,0.85,1,4457,1561525225,8919,1138776600,6474,17600,
23.12.2015,MXH6,177382,178450,175825,178800,175325,178450,1.45,2,4227,1695198450,9556,1162423300,6514,17850,
24.12.2015,MXH6,178604,177825,178875,179575,177475,177850,-0.34,1,5095,1873552300,10490,974481000,5480,17800,
25.12.2015,MXH6,177453,177025,177900,178250,176325,177025,-0.46,1,1814,649298825,3659,900349150,5086,21250,
