Дата,Код фьючерса,Средне-взвешенная цена за лот,Расчетная цена,Цена первой сделки,Максим. цена,Миним. цена,Цена последней сделки,Изменение,"Объем последней сделки, контр.",Число сделок,"Объем торгов, руб.","Объем торгов, контр.","Объем открытых позиций, руб.","Объем открытых позиций, контр.",Размеры ГО (руб./контракт),
30.09.2011,MXZ1,136687,137000,140005,142900,134710,137000,,1,4120,933195340,6827,65212000,476,13700,
03.10.2011,MXZ1,134418,134630,136735,137970,132015,134630,-1.73,2,4842,2699670330,20084,159401920,1184,13470,
04.10.2011,MXZ1,130163,127140,134600,135670,124450,127140,-5.56,5,11289,8715036555,66955,209018160,1644,13470,
05.10.2011,MXZ1,127448,126665,127315,131450,125065,126800,-0.27,1,7690,3010185925,23619,231796950,1830,13470,
06.10.2011,MXZ1,131154,132100,127320,132860,126185,132235,4.29,2,6591,2446674900,18655,231703400,1754,13470,
07.10.2011,MXZ1,135023,135150,131885,136950,131800,135150,2.20,1,4929,1952156495,14458,251108700,1858,13520,
10.10.2011,MXZ1,135569,138105,134730,138380,133300,138105,2.19,3,4948,2114875370,15600,268752330,1946,13820,
11.10.2011,MXZ1,136061,136445,138330,138460,134580,136445,-1.20,8,5372,2980957505,21909,291173630,2134,13820,
12.10.2011,MXZ1,138162,139480,136505,139815,135625,139480,2.22,2,5009,2216676775,16044,335309920,2404,13950,
13.10.2011,MXZ1,138881,138400,139125,141070,137560,138460,-0.73,1,6417,2722902470,19606,1014472000,7330,13950,
14.10.2011,MXZ1,141321,142670,138285,143000,137800,142670,3.04,1,4725,1950791875,13804,1220113840,8552,14270,
17.10.2011,MXZ1,141210,139320,142500,143990,138615,139320,-2.35,1,4934,2182685510,15457,1326047760,9518,14270,
18.10.2011,MXZ1,139601,141510,139310,142280,137130,141510,1.57,1,6892,2527621700,18106,993683220,7022,14270,
19.10.2011,MXZ1,141294,141045,141690,143485,139070,141045,-0.33,1,6146,1999874130,14154,1474766520,10456,14270,
20.10.2011,MXZ1,139956,140865,141250,142000,137535,140865,-0.13,3,5763,2754060340,19678,1394000040,9896,14270,
21.10.2011,MXZ1,141515,144000,139600,144155,139205,144000,2.23,3,4095,1802478020,12737,1250496000,8684,14400,
24.10.2011,MXZ1,145835,147460,143705,147655,143555,147460,2.40,1,3530,1509241405,10349,1241318280,8418,14750,
25.10.2011,MXZ1,145955,145300,147640,149185,143015,145300,-1.46,1,4784,1926319035,13198,985715200,6784,14530,
26.10.2011,MXZ1,147944,149065,144500,150645,144020,149285,2.74,1,4845,2165904270,14640,564956350,3790,14910,
27.10.2011,MXZ1,152350,151880,148825,154260,147990,151880,1.74,1,5465,2018478680,13249,717784880,4726,15190,
28.10.2011,MXZ1,152785,152205,151745,155200,150490,152205,0.21,2,3771,1372930325,8986,627084600,4120,15230,
31.10.2011,MXZ1,150817,149530,152505,153000,148810,149575,-1.73,1,3388,848498200,5626,645969600,4320,14960,
01.11.2011,MXZ1,146494,145350,149490,149865,143190,145350,-2.82,1,5118,1671786975,11412,548841600,3776,14540,
02.11.2011,MXZ1,147316,148205,145180,148720,144000,148205,1.96,1,4656,1919231190,13028,653584050,4410,14830,
03.11.2011,MXZ1,147137,149990,148450,150500,142785,149990,1.20,1,4868,2230308555,15158,630257980,4202,15000,
07.11.2011,MXZ1,149741,151615,149410,151865,147910,151615,1.08,1,2392,716961060,4788,781120480,5152,15170,
08.11.2011,MXZ1,152274,151525,151385,153395,150480,151525,-0.06,1,2326,814511435,5349,697924150,4606,15160,
09.11.2011,MXZ1,149378,146750,152585,153750,145805,146750,-3.15,40,3127,977080025,6541,734630500,5006,14680,
10.11.2011,MXZ1,146518,148570,146415,149690,143675,148560,1.23,1,3345,1121008595,7651,547034740,3682,14860,
11.11.2011,MXZ1,147615,148065,148730,150510,145850,148065,-0.33,2,2724,932927075,6320,565608300,3820,14810,
14.11.2011,MXZ1,148902,147895,148055,150800,147270,147895,-0.12,1,2167,790372005,5308,670555930,4534,14790,
15.11.2011,MXZ1,147699,148380,147890,150320,145005,148380,0.33,2,2969,1127977255,7637,526452240,3548,14840,
16.11.2011,MXZ1,148438,148175,148730,149845,146170,148175,-0.14,3,3111,999283805,6732,534615400,3608,14820,
17.11.2011,MXZ1,146991,148015,147710,149950,144310,148015,-0.11,1,3287,1139178620,7750,524861190,3546,14810,
18.11.2011,MXZ1,145935,146250,147715,148470,143530,146250,-1.19,2,2254,829348505,5683,544927500,3726,14630,
21.11.2011,MXZ1,141483,138925,146500,146500,138620,138925,-5.01,1,2710,1061828555,7505,836328500,6020,14630,
22.11.2011,MXZ1,140354,139980,138765,142140,137240,139980,0.76,2,2148,835245075,5951,848838720,6064,14630,
23.11.2011,MXZ1,140064,140475,139925,142085,137415,140475,0.35,1,2894,1004400245,7171,738055650,5254,14630,
24.11.2011,MXZ1,140282,139265,139690,141465,139060,139265,-0.86,1,1544,463209885,3302,796595800,5720,14630,
25.11.2011,MXZ1,137988,140785,139495,140900,136040,140785,1.09,3,2142,776595235,5628,844428430,5998,14630,
28.11.2011,MXZ1,144513,146770,140120,146955,139450,146770,4.25,1,1597,592937390,4103,769074800,5240,14680,
29.11.2011,MXZ1,145997,145535,146960,148285,144665,145535,-0.84,1,1784,618589735,4237,728257140,5004,14680,
30.11.2011,MXZ1,148005,150365,145950,150580,144445,150365,3.32,1,3615,1370084595,9257,799039610,5314,15040,
01.12.2011,MXZ1,151214,150840,150855,152745,149855,150840,0.32,1,2286,783136380,5179,644991840,4276,15100,
02.12.2011,MXZ1,151663,150500,151000,152925,149590,150500,-0.22,8,2631,1025848045,6764,455714000,3028,15190,
05.12.2011,MXZ1,151156,152025,150985,152595,149815,152025,1.01,2,1594,640901050,4240,541513050,3562,15210,
06.12.2011,MXZ1,148650,145815,152535,153285,145400,145815,-4.08,1,3316,1241231235,8350,645960450,4430,15080,
07.12.2011,MXZ1,145563,145035,146835,147150,143840,145035,-0.54,1,3737,1697704345,11663,661069530,4558,15080,
08.12.2011,MXZ1,146760,145555,145050,148835,144500,145545,0.35,2,3016,1444269020,9841,645681980,4436,15080,
09.12.2011,MXZ1,140454,139980,145250,145555,138060,139980,-3.82,1,2739,1258612615,8961,606953280,4336,15080,
12.12.2011,MXZ1,139555,134980,139905,142935,133505,134980,-3.57,2,2401,1017495315,7291,633866080,4696,15080,
13.12.2011,MXZ1,136083,137890,134510,138325,132115,137890,2.16,1,2261,1120645915,8235,547699080,3972,15080,
14.12.2011,MXZ1,137798,137500,138175,140620,135300,137500,-0.28,2,1540,827489945,6002,384450000,2796,15080,
15.12.2011,MXZ1,136629,136275,137200,139485,132100,136275,-0.89,3,998,408111055,2987,,,15080,
16.12.2011,MXH2,138971,137555,139475,141970,136570,137555,-1.31,6,2558,1036168430,7456,708133140,5148,14610,
19.12.2011,MXH2,137016,137560,137930,139145,135195,137560,0.00,1,2371,716732465,5231,739797680,5378,13760,
20.12.2011,MXH2,137920,140200,137000,140300,136000,140000,1.77,12,1809,571402450,4143,805308800,5744,14020,
21.12.2011,MXH2,139691,137925,140320,141370,137150,137925,-1.48,2,1881,623582660,4464,1078021800,7816,14020,
22.12.2011,MXH2,137624,138030,137630,138755,136425,138045,0.09,1,1305,410807380,2985,977804520,7084,14020,
23.12.2011,MXH2,137734,136775,138205,139000,136370,136775,-0.92,2,643,163903050,1190,980676750,7170,14020,
26.12.2011,MXH2,138509,138865,136800,138990,136725,138865,1.53,1,724,332283675,2399,1263949230,9102,14020,
27.12.2011,MXH2,138293,138565,138875,139200,137685,138565,-0.22,1,991,385560780,2788,1374287670,9918,13860,
28.12.2011,MXH2,138694,138400,138885,139230,138155,138400,-0.12,2,874,336750460,2428,1604609600,11594,16610,
29.12.2011,MXH2,137272,139000,137835,139000,136000,139000,0.43,1,1164,417174075,3039,1598500000,11500,16680,
30.12.2011,MXH2,139979,140925,138910,141380,138300,140925,1.38,1,633,210808440,1506,1605699450,11394,16920,
03.01.2012,MXH2,143817,144890,140810,145030,140305,144890,2.81,1,1336,338975530,2357,1574374740,10866,17390,
04.01.2012,MXH2,144888,145140,145000,145685,143955,145140,0.17,6,2590,1111147330,7669,1565189760,10784,17420,
05.01.2012,MXH2,144931,143900,145085,146330,143400,143900,-0.85,1,2323,1177416380,8124,1569373400,10906,17270,
06.01.2012,MXH2,144527,144450,144040,145880,143320,144450,0.38,1,2149,1289037165,8919,1541570400,10672,17340,
09.01.2012,MXH2,144381,144940,144210,145265,143445,144940,0.34,2,891,341894605,2368,1521290240,10496,17400,
10.01.2012,MXH2,147260,148170,144780,148620,143950,148120,2.19,1,1411,570189855,3872,1743664560,11768,14820,
11.01.2012,MXH2,147508,147185,148030,148380,146375,147185,-0.63,2,1483,628238040,4259,1886911700,12820,14720,
12.01.2012,MXH2,147858,146660,146995,149175,146245,146660,-0.36,1,1358,564965900,3821,1850555880,12618,14670,
13.01.2012,MXH2,147149,146980,146940,148180,146085,146980,0.22,1,1793,855671045,5815,1901333280,12936,14700,
16.01.2012,MXH2,146241,147190,146360,147280,144745,147190,0.14,1,1217,585988120,4007,1971757240,13396,14720,
17.01.2012,MXH2,149055,149160,147445,150245,146955,149160,1.34,1,1292,474887690,3186,2006202000,13450,14920,
18.01.2012,MXH2,149231,149955,148800,149980,148100,149955,0.53,1,1208,653035360,4376,1981205460,13212,15000,
19.01.2012,MXH2,150310,150680,150260,151230,149490,150680,0.48,2,1496,686314600,4566,2128505680,14126,15070,
20.01.2012,MXH2,150322,149400,150220,151105,149040,149400,-0.85,1,1248,569720210,3790,2208430800,14782,14940,
23.01.2012,MXH2,149587,150850,149295,150935,148200,150850,0.97,1,1582,917771455,6139,2337571600,15496,15090,
24.01.2012,MXH2,149647,149615,150795,150800,148535,149615,-0.82,2,1441,649017600,4337,2196946660,14684,14970,
25.01.2012,MXH2,150514,150880,149610,151380,149530,150880,0.85,1,1362,656544210,4362,2365496640,15678,15090,
26.01.2012,MXH2,152016,152200,150915,153395,150810,152200,0.88,3,1832,762967245,5019,2323789600,15268,15220,
27.01.2012,MXH2,151978,151640,152395,152775,150965,151640,-0.37,1,1330,648348805,4266,2583642320,17038,15170,
30.01.2012,MXH2,150762,150215,151900,152700,149825,150215,-0.94,3,1298,570333550,3783,2518504690,16766,15030,
31.01.2012,MXH2,151924,152080,150235,152545,150205,152080,1.24,1,1200,430856710,2836,2585968320,17004,15210,
01.02.2012,MXH2,153495,154585,151455,154730,151100,154585,1.65,2,1645,677834975,4416,2724096870,17622,15460,
02.02.2012,MXH2,154680,154720,154895,155430,153795,154720,0.09,1,1965,705960950,4564,2754634880,17804,15480,
03.02.2012,MXH2,155619,157000,154990,157255,154150,157000,1.47,2,1822,748529750,4810,2666174000,16982,15700,
06.02.2012,MXH2,157033,156790,157200,158405,156300,156790,-0.13,1,1806,609130000,3879,2693965780,17182,15680,
07.02.2012,MXH2,156263,155435,156990,157715,155140,155435,-0.86,1,1947,758968445,4857,2597318850,16710,15550,
08.02.2012,MXH2,156974,155855,155500,157750,155270,155855,0.27,4,1633,906524720,5775,2493056580,15996,15590,
09.02.2012,MXH2,155277,154605,155865,157045,153730,154605,-0.80,1,2118,946411370,6095,2375351220,15364,15470,
10.02.2012,MXH2,153500,152895,154060,155000,152710,152895,-1.11,55,1806,722983800,4710,2402286240,15712,15290,
13.02.2012,MXH2,155463,156270,153475,156435,152500,156270,2.21,1,1885,743891665,4785,2604708360,16668,15630,
14.02.2012,MXH2,156727,156545,156290,157900,155290,156545,0.18,1,1701,699941345,4466,2592072110,16558,15660,
15.02.2012,MXH2,158100,158420,156250,158645,155465,158420,1.20,60,2028,909548645,5753,2704229400,17070,15850,
16.02.2012,MXH2,156708,157400,158490,158880,155555,157400,-0.64,2,1341,507420335,3238,2669189200,16958,15740,
17.02.2012,MXH2,157627,156985,157605,159375,156330,156985,-0.26,3,1607,627828730,3983,2709561100,17260,15700,
20.02.2012,MXH2,158223,158140,156925,158905,156760,158140,0.74,1,874,359166635,2270,2632082160,16644,15820,
21.02.2012,MXH2,156631,156005,158250,158530,155740,156005,-1.35,1,1693,728804460,4653,2613707770,16754,15610,
22.02.2012,MXH2,155557,154200,155750,157345,153845,154200,-1.16,1,1478,600606950,3861,2518086000,16330,15420,
24.02.2012,MXH2,157140,159660,153810,159755,153320,159660,3.54,5,3136,1591670985,10129,2689632360,16846,15970,
27.02.2012,MXH2,159498,159490,159995,160980,158675,159490,-0.11,1,2563,1344724835,8431,2532382220,15878,15970,
28.02.2012,MXH2,158715,157490,159865,160625,157280,157500,-1.25,2,2293,965942145,6086,2417786480,15352,15970,
29.02.2012,MXH2,159364,159825,158000,160080,157685,159825,1.48,27,2756,1419299800,8906,2360934900,14772,15990,
01.03.2012,MXH2,158861,159665,159975,160950,157840,159700,-0.08,7,2256,1214966350,7648,2349310810,14714,15990,
02.03.2012,MXH2,160044,160600,160000,160950,158745,160600,0.56,12,1664,729958405,4561,2486730400,15484,16060,
05.03.2012,MXH2,162017,162645,160790,162975,160790,162645,1.27,2,1714,847509500,5231,2396086140,14732,16270,
06.03.2012,MXH2,158618,156190,162635,162780,156100,156190,-3.97,1,2103,1117464195,7045,2359718520,15108,23430,
07.03.2012,MXH2,156190,156945,155800,157520,154000,156945,0.48,2,2229,878881730,5627,2330633250,14850,23550,
11.03.2012,MXH2,159817,160445,157220,160990,156850,160445,2.23,1,666,218310230,1366,2314258680,14424,17970,
12.03.2012,MXH2,160171,160240,159225,161840,158525,160230,-0.13,3,1551,666152395,4159,2373154400,14810,16150,
13.03.2012,MXH2,160875,161100,160240,161670,159875,161100,0.54,1,735,341376680,2122,2386857600,14816,16150,
14.03.2012,MXH2,162412,162705,160500,163470,160500,162705,1.00,2,1618,677230005,4170,2379723330,14626,16280,
15.03.2012,MXH2,162556,163127,162005,163285,161115,163130,0.26,1,419,270167865,1662,,,16320,
16.03.2012,MXM2,159138,159000,160135,160135,158050,159000,-0.76,1,847,263214525,1654,308778000,1942,15900,
19.03.2012,MXM2,156672,155945,158605,159950,155200,155945,-1.92,1,1430,703457660,4490,586041310,3758,15600,
20.03.2012,MXM2,154514,153225,155755,156845,152970,153225,-1.74,2,1617,661783400,4283,825576300,5388,15330,
21.03.2012,MXM2,152953,152520,153415,154495,151555,152520,-0.46,1,1503,544513405,3560,994735440,6522,15260,
22.03.2012,MXM2,151518,150305,151675,153485,149830,150305,-1.45,2,2076,851983290,5623,1298334590,8638,15040,
23.03.2012,MXM2,150160,151150,149975,151515,149150,151150,0.56,1,1209,428857305,2856,1370628200,9068,15120,
26.03.2012,MXM2,152836,153905,151510,154270,151205,153905,1.82,2,1920,728570445,4767,1430393070,9294,15400,
27.03.2012,MXM2,153755,152685,153990,154770,152195,152685,-0.79,6,1271,450964725,2933,1456309530,9538,15270,
28.03.2012,MXM2,150853,149230,152700,152990,149100,149230,-2.26,10,1962,753963230,4998,1640336160,10992,14930,
29.03.2012,MXM2,147780,146500,149465,149530,145830,146500,-1.83,1,1794,674024565,4561,1845314000,12596,14650,
30.03.2012,MXM2,149094,148695,146765,150215,146600,148760,1.54,2,1929,720572735,4833,1961287050,13190,14870,
02.04.2012,MXM2,149367,149350,148955,150810,147800,149350,0.40,1,1486,507998735,3401,1950511000,13060,14940,
03.04.2012,MXM2,151282,151890,149735,152610,149450,151890,1.70,1,1429,516780210,3416,1997961060,13154,15190,
04.04.2012,MXM2,148894,147995,151800,151800,147455,147995,-2.56,1,1842,924034750,6206,1907063570,12886,14800,
05.04.2012,MXM2,148045,149385,147470,149670,146300,149385,0.94,2,1247,463528075,3131,1907945220,12772,14940,
06.04.2012,MXM2,148503,146540,150160,150160,146390,146540,-1.90,1,876,449814475,3029,1849920960,12624,14660,
09.04.2012,MXM2,146029,147900,146600,147930,144585,147790,0.85,1,1284,553595125,3791,1868568600,12634,14790,
10.04.2012,MXM2,147843,146470,147990,148895,145130,146470,-0.89,5,1717,534158265,3613,1801873940,12302,14650,
11.04.2012,MXM2,147346,147700,147320,148830,144745,147700,0.84,1,1749,499649075,3391,1795736600,12158,14770,
12.04.2012,MXM2,146716,147000,147105,148325,145575,147000,-0.47,2,1795,555320385,3785,1833678000,12474,14700,
13.04.2012,MXM2,147776,147510,147190,148990,146925,147510,0.35,1,1628,557263760,3771,1749763620,11862,14760,
16.04.2012,MXM2,146539,145070,148050,148390,144775,145070,-1.65,1,1568,515230095,3516,1799158140,12402,14510,
17.04.2012,MXM2,144384,144460,144625,145485,143395,144460,-0.42,2,1974,689578770,4776,1748254920,12102,14450,
18.04.2012,MXM2,144628,144000,144650,145735,143660,144000,-0.32,2,1042,262500525,1815,1732320000,12030,14400,
19.04.2012,MXM2,146422,146965,143905,147500,143650,146965,2.06,1,1773,685985035,4685,1820014560,12384,14700,
20.04.2012,MXM2,146928,147800,146610,147990,145450,147800,0.57,2,1018,296647285,2019,1939431600,13122,14780,
23.04.2012,MXM2,144497,142495,147665,147850,142495,142500,-3.59,1,1562,478717545,3313,1882358950,13210,14250,
24.04.2012,MXM2,143069,142860,143000,144320,141625,142860,0.25,1,1382,431495595,3016,1808893320,12662,14290,
25.04.2012,MXM2,144088,143455,142945,147130,142500,143455,0.42,1,974,361516325,2509,1716295620,11964,14350,
26.04.2012,MXM2,142672,142055,143150,143955,141260,142055,-0.98,1,766,205448125,1440,1725968250,12150,14210,
27.04.2012,MXM2,143407,144545,142180,144640,141470,144545,1.75,1,1194,440403690,3071,1772988970,12266,21690,
28.04.2012,MXM2,144577,144695,144360,144950,144215,144695,0.10,1,229,68674190,475,1728815860,11948,21710,
02.05.2012,MXM2,143918,141985,144705,146615,141815,141985,-1.87,21,1110,463271130,3219,1553031930,10938,16410,
03.05.2012,MXM2,142296,141995,142090,143225,141315,141995,0.01,1,933,295405590,2076,1576428490,11102,14220,
04.05.2012,MXM2,138543,136600,142150,142150,135650,136600,-3.80,9,1821,649210470,4686,1683458400,12324,14220,
05.05.2012,MXM2,136298,136250,136825,137150,135580,136250,-0.26,9,319,80007085,587,1706122500,12522,14220,
07.05.2012,MXM2,134889,136385,136040,137000,132250,136385,0.10,1,847,221489395,1642,1765912980,12948,14220,
08.05.2012,MXM2,135549,135100,136535,137200,134290,135100,-0.94,1,1034,294682555,2174,1814933400,13434,14220,
10.05.2012,MXM2,137701,138425,135545,139305,134855,138425,2.46,1,1642,534005305,3878,1915802000,13840,14220,
11.05.2012,MXM2,137132,137845,137920,138360,135890,137845,-0.42,1,1386,385202575,2809,1849604210,13418,13790,
12.05.2012,MXM2,137249,138100,137640,138340,136010,138100,0.18,1,542,165522570,1206,1820158000,13180,13810,
14.05.2012,MXM2,135067,133000,138990,138990,132830,133000,-3.69,1,975,301334660,2231,1823696000,13712,13300,
15.05.2012,MXM2,133277,134650,133085,134955,131265,134955,1.47,20,1966,595480600,4468,1965620700,14598,13470,
16.05.2012,MXM2,132794,133550,134405,134990,131645,133550,-1.04,1,2048,647637370,4877,1929263300,14446,13360,
17.05.2012,MXM2,130593,128670,133980,134645,128140,128660,-3.66,46,2832,883333155,6764,1891191660,14698,12870,
18.05.2012,MXM2,127235,127085,128435,129535,124600,126780,-1.46,2,3392,1019911880,8016,1719460050,13530,12710,
21.05.2012,MXM2,128567,130050,127245,130100,125115,130050,2.58,7,2274,604781515,4704,1757495700,13514,13010,
22.05.2012,MXM2,129993,130180,129270,130700,128555,130180,0.10,1,1278,371000685,2854,1735559760,13332,13020,
23.05.2012,MXM2,126582,125700,130760,130795,125075,125700,-3.44,1,2286,816830540,6453,1681866000,13380,13020,
24.05.2012,MXM2,126520,128480,125690,128910,124220,128480,2.21,1,2481,770379075,6089,1535079040,11948,13020,
25.05.2012,MXM2,128667,128615,128140,129845,127000,128615,0.10,3,1142,381626145,2966,1603571820,12468,13020,
28.05.2012,MXM2,130051,129435,129000,130805,128045,129435,0.64,1,869,300158555,2308,1617678630,12498,13050,
29.05.2012,MXM2,131552,133060,129325,133350,129190,133060,2.80,1,1791,723535200,5500,1904088600,14310,13310,
30.05.2012,MXM2,131131,131080,132805,133265,130125,130870,-1.65,19,2257,947424335,7225,1914554480,14606,13110,
31.05.2012,MXM2,131974,130865,131100,133130,130405,130865,0.00,4,2937,1143024990,8661,2238576690,17106,13090,
01.06.2012,MXM2,129996,130030,130555,132455,127845,130030,-0.64,3,3355,1401846965,10783,2479932160,19072,13010,
04.06.2012,MXM2,130432,130750,129985,131690,128400,130750,0.55,1,2572,1105933800,8479,2856103000,21844,13080,
05.06.2012,MXM2,130368,129810,131210,132120,129115,129810,-0.72,2,2182,1033944845,7931,2822329020,21742,12990,
06.06.2012,MXM2,130341,131460,129705,131735,128895,131460,1.27,1,1662,813324840,6240,2656543680,20208,13150,
07.06.2012,MXM2,132045,133600,131760,134240,129820,133600,1.63,1,1579,788309695,5970,2758572800,20648,20040,
08.06.2012,MXM2,132597,133060,134470,134470,131495,133060,-0.40,8,1645,809769675,6107,2801977480,21058,19960,
09.06.2012,MXM2,134106,134100,133500,134600,133335,134100,0.78,1,368,153417810,1144,2838628800,21168,20120,
13.06.2012,MXM2,134727,134200,134075,135830,133395,134200,0.08,42,1239,645343355,4790,2752173600,20508,15200,
14.06.2012,MXM2,133974,134585,134300,134705,133400,134585,0.29,5,1156,468373920,3496,2568958480,19088,13460,
15.06.2012,MXM2,135710,136157,134720,136350,134375,136300,1.27,10,450,448520195,3305,,,13620,
18.06.2012,MXU2,139617,140300,138600,140300,138510,140300,1.26,1,926,426110720,3052,656042800,4676,14030,
19.06.2012,MXU2,140206,140505,140290,141105,139100,140505,0.15,1,1222,554234895,3953,795820320,5664,14060,
20.06.2012,MXU2,139610,138700,140565,140840,138415,138700,-1.28,4,679,951280020,6772,2114897600,15248,13870,
21.06.2012,MXU2,138354,137355,138200,139670,136760,137355,-0.97,21,1366,835916940,6039,2142188580,15596,13740,
22.06.2012,MXU2,136107,135950,137355,137735,135105,135990,-0.99,1,897,425063085,3123,2230939500,16410,13600,
25.06.2012,MXU2,134544,134395,136000,136350,133710,134395,-1.17,8,818,346585040,2576,2207303480,16424,13440,
26.06.2012,MXU2,135510,135580,134245,136150,133860,135580,0.88,1,1500,1141184370,8452,3714349680,27396,13560,
27.06.2012,MXU2,136984,137695,135555,137880,135000,137695,1.56,25,710,324375115,2368,3886303680,28224,13770,
28.06.2012,MXU2,136575,135500,137705,138100,135135,135500,-1.59,1,1216,611035480,4474,3804298000,28076,13550,
29.06.2012,MXU2,138826,140000,135850,140215,135100,140000,3.32,18,1905,1131847780,8153,4171440000,29796,14000,
02.07.2012,MXU2,141005,141595,139990,141700,139200,141595,1.14,3,1626,719123640,5100,4309585420,30436,14160,
03.07.2012,MXU2,143700,144860,141550,145365,141500,144860,2.31,1,1142,549939840,3827,4499931040,31064,14490,
04.07.2012,MXU2,144851,145640,144900,145840,143840,145640,0.54,1,700,291873810,2015,4649993920,31928,14570,
05.07.2012,MXU2,145443,144420,144815,147060,144230,144420,-0.84,8,2123,1095913790,7535,4506770520,31206,14450,
06.07.2012,MXU2,143207,142385,144500,145590,141940,142385,-1.41,1,1341,594021155,4148,4510472030,31678,14240,
09.07.2012,MXU2,142389,142450,142500,143430,141595,142450,0.05,1,1097,439127110,3084,4536462700,31846,14250,
10.07.2012,MXU2,143054,143420,142630,144405,141130,143420,0.68,1,1712,770204085,5384,4697005000,32750,14350,
11.07.2012,MXU2,141554,141450,143015,143370,140680,141450,-1.37,1,1043,441788995,3121,4702363800,33244,14150,
12.07.2012,MXU2,139969,140490,141300,142300,138850,140490,-0.68,1,933,413048535,2951,4784527440,34056,14050,
13.07.2012,MXU2,141961,142945,140410,143055,140245,142945,1.75,2,1304,690072105,4861,5043957270,35286,14300,
16.07.2012,MXU2,142776,143050,143095,143395,142205,143050,0.07,1,766,296828500,2079,5081708200,35524,14310,
17.07.2012,MXU2,144320,144100,143380,145260,143200,144100,0.73,4,964,406692915,2818,5146387400,35714,14410,
18.07.2012,MXU2,144308,143450,144200,145000,143370,143450,-0.45,1,576,210256035,1457,5198914900,36242,14350,
19.07.2012,MXU2,144926,144400,144025,145520,143650,144400,0.66,1,1375,471153565,3251,5231612000,36230,14440,
20.07.2012,MXU2,142879,142515,144545,144875,142250,142515,-1.30,1,806,360340990,2522,5053581900,35460,14260,
23.07.2012,MXU2,139640,138010,142635,142965,137480,138010,-3.16,4,1555,564704690,4044,4954006960,35896,13900,
24.07.2012,MXU2,137827,137220,138240,139115,136385,137220,-0.57,1,1470,566882430,4113,4957209720,36126,13900,
25.07.2012,MXU2,137844,137400,137390,139135,135620,137400,0.13,4,1694,726575275,5271,5049450000,36750,13900,
26.07.2012,MXU2,138114,138935,136810,139265,136495,138935,1.12,1,1698,691952590,5010,5055566780,36388,13900,
27.07.2012,MXU2,140319,141450,139035,141525,138635,141425,1.79,2,1419,634102540,4519,5145668100,36378,14150,
30.07.2012,MXU2,143275,143430,141800,143960,141800,143430,1.42,1,1128,376240555,2626,5194174020,36214,14350,
31.07.2012,MXU2,142028,141000,143015,143990,140960,141000,-1.69,1,1038,443554770,3123,5091792000,36112,14100,
01.08.2012,MXU2,141769,141550,141050,142670,140500,141550,0.39,1,597,203438775,1435,5175917300,36566,14160,
02.08.2012,MXU2,141161,140335,141550,143660,139190,140335,-0.86,8,1736,784996310,5561,5215971280,37168,14040,
03.08.2012,MXU2,141479,142925,139920,142945,139025,142925,1.85,2,1265,529556015,3743,5380554550,37646,14300,
06.08.2012,MXU2,144161,144250,142935,145515,142200,144215,0.90,1,1145,431906360,2996,5576416500,38658,14430,
07.08.2012,MXU2,145176,145875,144500,145875,143855,145875,1.15,5,1088,400395595,2758,5788028250,39678,14590,
08.08.2012,MXU2,145142,145660,145990,146495,144500,145660,-0.15,3,712,248193665,1710,5841548640,40104,14570,
09.08.2012,MXU2,145959,146110,145650,146945,144310,146110,0.31,1,1016,418610750,2868,5814301340,39794,14620,
10.08.2012,MXU2,144355,144600,146260,146600,143345,144600,-1.03,1,850,381385780,2642,5627542800,38918,14460,
13.08.2012,MXU2,146012,145705,145000,147110,144515,145705,0.76,1,1213,535426805,3667,5823246030,39966,14580,
14.08.2012,MXU2,146342,146650,145390,146985,145205,146625,0.63,1,896,307318535,2100,5851041700,39898,14670,
15.08.2012,MXU2,144849,145000,146900,147185,143755,145000,-1.11,2,614,247547220,1709,5807830000,40054,14500,
16.08.2012,MXU2,145545,145705,145440,146260,144560,145705,0.49,3,715,305789170,2101,5930776320,40704,14580,
17.08.2012,MXU2,145441,144700,145610,146420,144690,144700,-0.69,8,693,284773500,1958,5984792000,41360,14470,
20.08.2012,MXU2,143322,143415,145025,145680,142410,143415,-0.89,1,987,567698850,3961,5878580850,40990,14350,
21.08.2012,MXU2,145237,145560,144000,146210,142505,145560,1.50,1,1021,487269475,3355,6115266720,42012,14560,
22.08.2012,MXU2,144535,145070,145215,145215,143745,145070,-0.34,59,647,223884205,1549,6089748460,41978,14510,
23.08.2012,MXU2,146342,145650,144920,147400,144120,145650,0.40,17,776,354294825,2421,6137982300,42142,14570,
24.08.2012,MXU2,144921,145715,145650,146000,144295,145715,0.04,1,997,353172180,2437,6124692880,42032,14580,
27.08.2012,MXU2,145321,145160,145840,146430,144580,145160,-0.38,9,765,271895925,1871,6153042080,42388,14520,
28.08.2012,MXU2,145348,145700,145340,146195,144675,145700,0.37,1,926,382555120,2632,6166898200,42326,14570,
29.08.2012,MXU2,145002,144125,145405,146350,144010,144125,-1.08,1,767,249983230,1724,6131942250,42546,14420,
30.08.2012,MXU2,143815,143265,143950,145200,142825,143265,-0.60,1,783,306182535,2129,6120853860,42724,14330,
31.08.2012,MXU2,142979,142415,143000,144250,142020,142415,-0.59,1,1509,526304930,3681,5931015090,41646,14250,
03.09.2012,MXU2,143830,144240,142835,144700,141555,144240,1.28,3,875,469605725,3265,6204339360,43014,14430,
