"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 19, 2008","1,361.54","1,448.64","1,448.64","1,351.84","-","-6.01%"
"Aug 18, 2008","1,448.64","1,460.20","1,471.16","1,447.03","-","-0.79%"
"Aug 15, 2008","1,460.20","1,444.76","1,462.37","1,432.17","-","1.07%"
"Aug 14, 2008","1,444.76","1,424.44","1,462.99","1,424.44","-","1.43%"
"Aug 13, 2008","1,424.44","1,449.34","1,460.67","1,422.86","-","-1.72%"
"Aug 12, 2008","1,449.34","1,412.25","1,466.65","1,384.51","-","2.63%"
"Aug 11, 2008","1,412.25","1,359.62","1,413.95","1,282.38","-","3.87%"
"Aug 08, 2008","1,359.62","1,434.89","1,434.89","1,352.93","-","-5.25%"
"Aug 07, 2008","1,434.89","1,412.09","1,453.22","1,409.47","-","1.61%"
"Aug 06, 2008","1,412.09","1,397.46","1,438.37","1,352.48","-","1.05%"
"Aug 05, 2008","1,397.46","1,451.47","1,451.47","1,396.13","-","-3.72%"
"Aug 04, 2008","1,451.47","1,492.55","1,493.07","1,451.47","-","-2.75%"
"Aug 01, 2008","1,492.55","1,495.33","1,504.63","1,473.26","-","-0.19%"
"Jul 31, 2008","1,495.33","1,501.20","1,540.92","1,490.17","-","-0.39%"
"Jul 30, 2008","1,501.20","1,439.01","1,501.21","1,439.01","-","4.32%"
"Jul 29, 2008","1,439.01","1,456.16","1,466.13","1,416.18","-","-1.18%"
"Jul 28, 2008","1,456.16","1,487.10","1,515.81","1,451.09","-","-2.08%"
"Jul 25, 2008","1,487.10","1,573.53","1,573.53","1,478.53","-","-5.49%"
"Jul 24, 2008","1,573.53","1,603.04","1,603.04","1,572.70","-","-1.84%"
"Jul 23, 2008","1,603.04","1,606.11","1,623.88","1,595.14","-","-0.19%"
"Jul 22, 2008","1,606.11","1,634.36","1,634.36","1,602.10","-","-1.73%"
"Jul 21, 2008","1,634.36","1,623.09","1,645.55","1,608.97","-","0.69%"
"Jul 18, 2008","1,623.09","1,689.30","1,689.30","1,620.56","-","-3.92%"
"Jul 17, 2008","1,689.30","1,640.90","1,689.88","1,640.90","-","2.95%"
"Jul 16, 2008","1,640.90","1,629.28","1,644.57","1,603.31","-","0.71%"
"Jul 15, 2008","1,629.28","1,666.47","1,666.47","1,615.37","-","-2.23%"
"Jul 14, 2008","1,666.47","1,622.01","1,666.71","1,622.01","-","2.74%"
"Jul 11, 2008","1,622.01","1,659.57","1,674.75","1,618.82","-","-2.26%"
"Jul 10, 2008","1,659.57","1,655.75","1,671.71","1,635.43","-","0.23%"
"Jul 09, 2008","1,655.75","1,665.04","1,675.77","1,652.21","-","-0.56%"
"Jul 08, 2008","1,665.04","1,679.32","1,679.32","1,631.04","-","-0.85%"
"Jul 07, 2008","1,679.32","1,666.75","1,690.80","1,666.75","-","0.75%"
"Jul 04, 2008","1,666.75","1,695.47","1,702.90","1,662.38","-","-1.69%"
"Jul 03, 2008","1,695.47","1,709.17","1,709.17","1,668.83","-","-0.80%"
"Jul 02, 2008","1,709.17","1,693.21","1,720.48","1,693.21","-","0.94%"
"Jul 01, 2008","1,693.21","1,753.67","1,759.95","1,693.08","-","-3.45%"
"Jun 30, 2008","1,753.67","1,765.91","1,779.60","1,739.60","-","-0.69%"
"Jun 27, 2008","1,765.91","1,757.46","1,772.68","1,725.53","-","0.48%"
"Jun 26, 2008","1,757.46","1,764.32","1,772.32","1,745.18","-","-0.39%"
"Jun 25, 2008","1,764.32","1,761.80","1,783.04","1,752.65","-","0.14%"
"Jun 24, 2008","1,761.80","1,800.99","1,802.80","1,761.06","-","-2.18%"
"Jun 23, 2008","1,800.99","1,829.22","1,830.46","1,792.69","-","-1.54%"
"Jun 20, 2008","1,829.22","1,848.52","1,852.66","1,823.23","-","-1.04%"
"Jun 19, 2008","1,848.52","1,851.09","1,860.59","1,832.69","-","-0.14%"
"Jun 18, 2008","1,851.09","1,856.59","1,875.06","1,846.04","-","-0.30%"
"Jun 17, 2008","1,856.59","1,831.99","1,858.44","1,831.99","-","1.34%"
"Jun 16, 2008","1,831.99","1,826.67","1,848.78","1,826.67","-","0.29%"
"Jun 11, 2008","1,826.67","1,811.29","1,833.78","1,811.29","-","0.85%"
"Jun 10, 2008","1,811.29","1,827.91","1,827.91","1,796.75","-","-0.91%"
"Jun 09, 2008","1,827.91","1,812.59","1,836.66","1,812.59","-","0.85%"
"Jun 07, 2008","1,812.59","1,852.40","1,852.40","1,810.62","-","-2.15%"
"Jun 06, 2008","1,852.40","1,842.98","1,873.90","1,842.98","-","0.51%"
"Jun 05, 2008","1,842.98","1,842.77","1,855.22","1,823.30","-","0.01%"
"Jun 04, 2008","1,842.77","1,901.09","1,901.09","1,831.14","-","-3.07%"
"Jun 03, 2008","1,901.09","1,915.84","1,915.84","1,892.45","-","-0.77%"
"Jun 02, 2008","1,915.84","1,925.24","1,932.00","1,904.02","-","-0.49%"
"May 30, 2008","1,925.24","1,908.35","1,926.01","1,899.50","-","0.89%"
"May 29, 2008","1,908.35","1,871.25","1,911.65","1,871.25","-","1.98%"
"May 28, 2008","1,871.25","1,856.81","1,873.12","1,839.60","-","0.78%"
"May 27, 2008","1,856.81","1,894.91","1,916.94","1,851.98","-","-2.01%"
"May 26, 2008","1,894.91","1,909.67","1,909.67","1,879.45","-","-0.77%"
"May 23, 2008","1,909.67","1,894.85","1,915.85","1,877.53","-","0.78%"
"May 22, 2008","1,894.85","1,952.84","1,952.84","1,890.85","-","-2.97%"
"May 21, 2008","1,952.84","1,930.76","1,963.45","1,916.98","-","1.14%"
"May 20, 2008","1,930.76","1,956.14","1,956.14","1,914.24","-","-1.30%"
"May 19, 2008","1,956.14","1,943.88","1,966.32","1,931.21","-","0.63%"
"May 16, 2008","1,943.88","1,895.30","1,949.61","1,895.30","-","2.56%"
"May 15, 2008","1,895.30","1,904.20","1,931.73","1,888.46","-","-0.47%"
"May 14, 2008","1,904.20","1,839.78","1,905.03","1,832.48","-","3.50%"
"May 13, 2008","1,839.78","1,822.00","1,845.30","1,807.31","-","0.98%"
"May 12, 2008","1,822.00","1,795.67","1,828.85","1,795.67","-","1.47%"
"May 08, 2008","1,795.67","1,739.26","1,803.23","1,723.05","-","3.24%"
"May 07, 2008","1,739.26","1,694.44","1,739.85","1,694.44","-","2.65%"
"May 06, 2008","1,694.44","1,688.31","1,704.93","1,688.31","-","0.36%"
"May 05, 2008","1,688.31","1,694.37","1,701.46","1,682.14","-","-0.36%"
"May 04, 2008","1,694.37","1,667.35","1,696.62","1,667.35","-","1.62%"
"Apr 30, 2008","1,667.35","1,668.28","1,668.89","1,650.01","-","-0.06%"
"Apr 29, 2008","1,668.28","1,675.34","1,680.51","1,668.07","-","-0.42%"
"Apr 28, 2008","1,675.34","1,668.86","1,686.93","1,665.51","-","0.39%"
"Apr 25, 2008","1,668.86","1,646.75","1,670.14","1,642.64","-","1.34%"
"Apr 24, 2008","1,646.75","1,673.59","1,677.13","1,643.71","-","-1.60%"
"Apr 23, 2008","1,673.59","1,680.96","1,691.95","1,658.33","-","-0.44%"
"Apr 22, 2008","1,680.96","1,686.88","1,695.81","1,677.93","-","-0.35%"
"Apr 21, 2008","1,686.88","1,706.63","1,717.72","1,686.12","-","-1.16%"
"Apr 18, 2008","1,706.63","1,672.75","1,709.04","1,672.75","-","2.03%"
"Apr 17, 2008","1,672.75","1,690.59","1,705.73","1,664.05","-","-1.06%"
"Apr 16, 2008","1,690.59","1,661.02","1,692.81","1,658.13","-","1.78%"
"Apr 15, 2008","1,661.02","1,638.29","1,661.40","1,638.29","-","1.39%"
"Apr 14, 2008","1,638.29","1,649.00","1,649.00","1,625.72","-","-0.65%"
"Apr 11, 2008","1,649.00","1,684.56","1,697.39","1,648.42","-","-2.11%"
"Apr 10, 2008","1,684.56","1,681.54","1,688.01","1,665.85","-","0.18%"
"Apr 09, 2008","1,681.54","1,655.59","1,684.92","1,655.06","-","1.57%"
"Apr 08, 2008","1,655.59","1,673.78","1,673.78","1,654.53","-","-1.09%"
"Apr 07, 2008","1,673.78","1,635.04","1,677.15","1,635.04","-","2.37%"
"Apr 04, 2008","1,635.04","1,631.20","1,642.75","1,623.89","-","0.24%"
"Apr 03, 2008","1,631.20","1,652.86","1,666.64","1,631.11","-","-1.31%"
"Apr 02, 2008","1,652.86","1,640.75","1,663.08","1,640.35","-","0.74%"
"Apr 01, 2008","1,640.75","1,628.43","1,650.60","1,615.82","-","0.76%"
"Mar 31, 2008","1,628.43","1,634.45","1,636.23","1,608.23","-","0.03%"
"Mar 28, 2008","1,627.87","1,618.61","1,639.51","1,618.61","-","0.57%"
"Mar 27, 2008","1,618.61","1,593.73","1,634.24","1,592.48","-","1.56%"
"Mar 26, 2008","1,593.73","1,594.02","1,607.05","1,587.41","-","-0.02%"
"Mar 25, 2008","1,594.02","1,623.35","1,626.29","1,590.07","-","-1.81%"
"Mar 24, 2008","1,623.35","1,576.47","1,623.35","1,568.39","-","2.97%"
"Mar 21, 2008","1,576.47","1,569.18","1,589.86","1,569.18","-","0.46%"
"Mar 20, 2008","1,569.18","1,602.52","1,602.52","1,550.78","-","-2.08%"
"Mar 19, 2008","1,602.52","1,607.84","1,636.35","1,595.91","-","-0.33%"
"Mar 18, 2008","1,607.84","1,582.02","1,608.15","1,570.82","-","1.63%"
"Mar 17, 2008","1,582.02","1,651.91","1,651.91","1,551.85","-","-4.23%"
"Mar 14, 2008","1,651.91","1,647.52","1,690.97","1,644.65","-","0.27%"
"Mar 13, 2008","1,647.52","1,655.80","1,677.41","1,644.23","-","-1.78%"
"Mar 12, 2008","1,677.41","1,674.47","1,698.40","1,668.51","-","0.18%"
"Mar 11, 2008","1,674.47","1,619.30","1,675.02","1,615.19","-","3.41%"
"Mar 07, 2008","1,619.30","1,652.01","1,652.01","1,609.30","-","-1.98%"
"Mar 06, 2008","1,652.01","1,655.66","1,672.68","1,645.97","-","-0.22%"
"Mar 05, 2008","1,655.66","1,636.20","1,655.85","1,626.60","-","1.19%"
"Mar 04, 2008","1,636.20","1,643.31","1,672.44","1,623.05","-","-0.43%"
"Mar 03, 2008","1,643.31","1,660.42","1,660.42","1,611.14","-","-1.03%"
"Feb 29, 2008","1,660.42","1,689.50","1,707.54","1,654.65","-","-1.72%"
"Feb 28, 2008","1,689.50","1,710.73","1,712.18","1,687.14","-","-1.24%"
"Feb 27, 2008","1,710.73","1,726.03","1,744.88","1,704.46","-","-0.89%"
"Feb 26, 2008","1,726.03","1,721.11","1,746.94","1,718.60","-","0.29%"
"Feb 22, 2008","1,721.11","1,723.02","1,728.74","1,697.28","-","-0.11%"
"Feb 21, 2008","1,723.02","1,683.43","1,732.07","1,683.43","-","2.35%"
"Feb 20, 2008","1,683.43","1,706.47","1,706.47","1,670.52","-","-1.35%"
"Feb 19, 2008","1,706.47","1,692.38","1,707.07","1,668.41","-","0.83%"
"Feb 18, 2008","1,692.38","1,655.31","1,696.24","1,655.31","-","2.24%"
"Feb 15, 2008","1,655.31","1,687.90","1,693.53","1,646.70","-","-1.93%"
"Feb 14, 2008","1,687.90","1,688.30","1,720.05","1,684.69","-","-0.02%"
"Feb 13, 2008","1,688.30","1,665.47","1,695.93","1,635.90","-","1.37%"
"Feb 12, 2008","1,665.47","1,605.10","1,666.31","1,605.10","-","3.76%"
"Feb 11, 2008","1,605.10","1,568.88","1,617.51","1,561.22","-","2.31%"
"Feb 08, 2008","1,568.88","1,581.96","1,610.38","1,553.49","-","-0.83%"
"Feb 07, 2008","1,581.96","1,631.10","1,633.74","1,549.62","-","-3.01%"
"Feb 06, 2008","1,631.10","1,632.37","1,639.50","1,572.74","-","-0.08%"
"Feb 05, 2008","1,632.37","1,677.78","1,710.48","1,625.53","-","-2.71%"
"Feb 04, 2008","1,677.78","1,678.27","1,691.59","1,665.03","-","2.27%"
"Feb 01, 2008","1,640.49","1,574.33","1,663.24","1,574.33","-","4.20%"
"Jan 31, 2008","1,574.33","1,642.63","1,647.51","1,560.19","-","-4.16%"
"Jan 30, 2008","1,642.63","1,678.42","1,678.42","1,637.96","-","-2.13%"
"Jan 29, 2008","1,678.42","1,635.33","1,679.78","1,635.33","-","2.63%"
"Jan 28, 2008","1,635.33","1,705.20","1,705.20","1,627.90","-","-4.10%"
"Jan 25, 2008","1,705.20","1,661.99","1,711.53","1,661.99","-","2.60%"
"Jan 24, 2008","1,661.99","1,570.90","1,663.60","1,570.90","-","5.80%"
"Jan 23, 2008","1,570.90","1,636.79","1,693.86","1,563.34","-","-4.03%"
"Jan 22, 2008","1,636.79","1,630.61","1,715.38","1,509.70","-","-1.09%"
"Jan 21, 2008","1,654.83","1,788.34","1,788.34","1,645.45","-","-7.47%"
"Jan 18, 2008","1,788.34","1,793.07","1,803.06","1,768.23","-","-0.95%"
"Jan 17, 2008","1,805.42","1,839.04","1,847.59","1,779.34","-","-1.83%"
"Jan 16, 2008","1,839.04","1,921.38","1,921.38","1,818.38","-","-4.29%"
"Jan 15, 2008","1,921.38","1,931.14","1,942.36","1,913.93","-","-0.51%"
"Jan 14, 2008","1,931.14","1,914.48","1,931.52","1,902.20","-","0.87%"
"Jan 11, 2008","1,914.48","1,912.29","1,920.25","1,901.60","-","0.11%"
"Jan 10, 2008","1,912.29","1,906.86","1,922.19","1,905.06","-","0.28%"
"Jan 09, 2008","1,906.86","1,888.86","1,921.07","1,888.86","-","0.95%"
"Dec 28, 2007","1,888.86","1,907.39","1,907.39","1,883.75","-","-0.97%"
"Dec 27, 2007","1,907.39","1,904.27","1,917.75","1,896.14","-","0.16%"
"Dec 26, 2007","1,904.27","1,918.75","1,919.66","1,901.02","-","-0.75%"
"Dec 25, 2007","1,918.75","1,929.31","1,934.84","1,916.17","-","-0.55%"
"Dec 24, 2007","1,929.31","1,931.20","1,943.82","1,927.55","-","-0.10%"
"Dec 21, 2007","1,931.20","1,926.45","1,939.51","1,917.95","-","0.25%"
"Dec 20, 2007","1,926.45","1,899.42","1,927.84","1,899.42","-","1.42%"
"Dec 19, 2007","1,899.42","1,908.63","1,920.47","1,884.70","-","-0.48%"
"Dec 18, 2007","1,908.63","1,887.61","1,913.40","1,883.53","-","1.11%"
"Dec 17, 2007","1,887.61","1,895.25","1,899.01","1,867.98","-","-0.40%"
"Dec 14, 2007","1,895.25","1,928.99","1,936.80","1,880.74","-","-1.75%"
"Dec 13, 2007","1,928.99","1,969.91","1,969.91","1,921.41","-","-2.08%"
"Dec 12, 2007","1,969.91","1,951.38","1,970.46","1,928.34","-","0.95%"
"Dec 11, 2007","1,951.38","1,945.53","1,967.73","1,942.05","-","0.30%"
"Dec 10, 2007","1,945.53","1,913.38","1,952.23","1,898.71","-","1.68%"
"Dec 07, 2007","1,913.38","1,891.16","1,919.31","1,891.16","-","1.17%"
"Dec 06, 2007","1,891.16","1,895.39","1,912.55","1,883.15","-","-0.22%"
"Dec 05, 2007","1,895.39","1,834.73","1,895.42","1,833.94","-","3.31%"
"Dec 04, 2007","1,834.73","1,838.78","1,848.68","1,832.01","-","-0.22%"
"Dec 03, 2007","1,838.78","1,850.64","1,857.45","1,836.65","-","-0.64%"
"Nov 30, 2007","1,850.64","1,822.59","1,853.10","1,822.59","-","1.54%"
"Nov 29, 2007","1,822.59","1,813.09","1,837.58","1,813.09","-","0.52%"
"Nov 28, 2007","1,813.09","1,791.89","1,813.58","1,778.31","-","1.18%"
"Nov 27, 2007","1,791.89","1,816.85","1,818.58","1,786.96","-","-1.37%"
"Nov 26, 2007","1,816.85","1,793.03","1,826.25","1,793.03","-","1.33%"
"Nov 23, 2007","1,793.03","1,776.84","1,793.74","1,768.92","-","0.91%"
"Nov 22, 2007","1,776.84","1,785.39","1,795.47","1,761.61","-","-0.48%"
"Nov 21, 2007","1,785.39","1,816.00","1,816.00","1,778.77","-","-1.69%"
"Nov 20, 2007","1,816.00","1,805.84","1,821.69","1,790.70","-","0.56%"
"Nov 19, 2007","1,805.84","1,833.28","1,847.91","1,805.44","-","-1.50%"
"Nov 16, 2007","1,833.28","1,855.98","1,855.98","1,827.97","-","-1.22%"
"Nov 15, 2007","1,855.98","1,878.00","1,878.00","1,854.59","-","-1.17%"
"Nov 14, 2007","1,878.00","1,868.63","1,884.20","1,859.51","-","0.50%"
"Nov 13, 2007","1,868.62","1,890.00","1,890.01","1,861.74","-","-1.13%"
"Nov 12, 2007","1,890.01","1,891.21","1,907.09","1,881.09","-","-0.07%"
"Nov 09, 2007","1,891.27","1,917.28","1,933.20","1,888.47","-","-1.36%"
"Nov 08, 2007","1,917.29","1,903.54","1,924.62","1,875.55","-","0.72%"
"Nov 07, 2007","1,903.55","1,907.63","1,923.96","1,891.81","-","-0.21%"
"Nov 06, 2007","1,907.63","1,879.49","1,909.13","1,877.47","-","1.50%"
"Nov 02, 2007","1,879.41","1,866.49","1,885.08","1,845.10","-","0.69%"
"Nov 01, 2007","1,866.49","1,875.11","1,910.18","1,849.56","-","-0.44%"
"Oct 31, 2007","1,874.73","1,855.63","1,877.34","1,847.71","-","1.03%"
"Oct 30, 2007","1,855.63","1,872.00","1,872.00","1,845.19","-","-0.87%"
"Oct 29, 2007","1,872.00","1,854.47","1,885.10","1,854.47","-","0.95%"
"Oct 26, 2007","1,854.47","1,816.90","1,855.01","1,816.90","-","2.07%"
"Oct 25, 2007","1,816.90","1,792.04","1,828.11","1,792.04","-","1.39%"
"Oct 24, 2007","1,792.05","1,799.36","1,800.92","1,784.51","-","-0.41%"
"Oct 23, 2007","1,799.36","1,772.35","1,801.40","1,772.35","-","1.52%"
"Oct 22, 2007","1,772.35","1,801.28","1,801.42","1,762.36","-","-1.61%"
"Oct 19, 2007","1,801.42","1,799.93","1,815.91","1,794.31","-","0.08%"
"Oct 18, 2007","1,799.93","1,827.81","1,833.28","1,792.91","-","-1.52%"
"Oct 17, 2007","1,827.74","1,821.52","1,829.66","1,809.06","-","0.34%"
"Oct 16, 2007","1,821.53","1,839.38","1,839.45","1,820.70","-","-0.97%"
"Oct 15, 2007","1,839.38","1,835.21","1,851.76","1,835.21","-","0.23%"
"Oct 12, 2007","1,835.21","1,848.72","1,848.82","1,821.91","-","-0.74%"
"Oct 11, 2007","1,848.82","1,817.97","1,849.34","1,817.97","-","1.70%"
"Oct 10, 2007","1,817.97","1,828.02","1,839.15","1,815.40","-","-0.55%"
"Oct 09, 2007","1,827.99","1,808.30","1,828.43","1,798.66","-","1.08%"
"Oct 08, 2007","1,808.42","1,802.47","1,821.21","1,798.69","-","0.33%"
"Oct 05, 2007","1,802.45","1,777.82","1,807.26","1,777.80","-","1.39%"
"Oct 04, 2007","1,777.82","1,778.64","1,786.12","1,767.29","-","-0.05%"
"Oct 03, 2007","1,778.66","1,795.06","1,806.90","1,773.80","-","-0.91%"
"Oct 02, 2007","1,795.06","1,733.41","1,796.20","1,733.39","-","3.56%"
"Oct 01, 2007","1,733.39","1,759.44","1,759.44","1,724.32","-","-1.48%"
"Sep 28, 2007","1,759.44","1,755.50","1,763.33","1,750.47","-","0.23%"
"Sep 27, 2007","1,755.48","1,745.65","1,760.45","1,744.91","-","0.61%"
"Sep 26, 2007","1,744.91","1,703.72","1,745.12","1,703.72","-","2.42%"
"Sep 25, 2007","1,703.72","1,736.38","1,736.38","1,702.50","-","-1.88%"
"Sep 24, 2007","1,736.37","1,725.11","1,742.27","1,719.20","-","0.65%"
"Sep 21, 2007","1,725.11","1,716.62","1,727.85","1,711.70","-","0.50%"
"Sep 20, 2007","1,716.60","1,730.74","1,730.74","1,704.57","-","-0.82%"
"Sep 19, 2007","1,730.74","1,669.06","1,731.06","1,669.06","-","3.70%"
"Sep 18, 2007","1,669.06","1,648.23","1,672.47","1,646.89","-","1.26%"
"Sep 17, 2007","1,648.23","1,660.06","1,660.97","1,638.82","-","-0.71%"
"Sep 14, 2007","1,660.08","1,666.49","1,669.13","1,652.66","-","-0.38%"
"Sep 13, 2007","1,666.49","1,635.69","1,666.99","1,635.69","-","1.88%"
"Sep 12, 2007","1,635.69","1,648.65","1,656.40","1,633.16","-","-0.79%"
"Sep 11, 2007","1,648.65","1,641.15","1,651.60","1,641.04","-","0.46%"
"Sep 10, 2007","1,641.04","1,638.11","1,645.89","1,630.83","-","0.18%"
"Sep 07, 2007","1,638.11","1,673.13","1,673.17","1,633.82","-","-2.09%"
"Sep 06, 2007","1,673.14","1,654.06","1,676.54","1,654.00","-","1.16%"
"Sep 05, 2007","1,654.00","1,663.24","1,671.30","1,652.99","-","-0.55%"
"Sep 04, 2007","1,663.23","1,678.74","1,678.74","1,659.26","-","-0.92%"
"Sep 03, 2007","1,678.74","1,677.02","1,686.31","1,669.14","-","0.10%"
"Aug 31, 2007","1,677.02","1,641.06","1,681.20","1,641.06","-","2.19%"
"Aug 30, 2007","1,641.06","1,640.79","1,663.03","1,639.48","-","0.02%"
"Aug 29, 2007","1,640.78","1,642.28","1,642.29","1,617.61","-","-0.09%"
"Aug 28, 2007","1,642.29","1,656.32","1,657.06","1,639.76","-","-0.85%"
"Aug 27, 2007","1,656.32","1,634.01","1,662.51","1,634.01","-","1.37%"
"Aug 24, 2007","1,634.01","1,633.63","1,642.04","1,614.84","-","-0.00%"
"Aug 23, 2007","1,634.06","1,632.99","1,656.94","1,632.99","-","0.07%"
"Aug 22, 2007","1,632.99","1,606.62","1,634.32","1,596.77","-","1.64%"
"Aug 21, 2007","1,606.62","1,622.05","1,628.91","1,582.15","-","-0.95%"
"Aug 20, 2007","1,621.98","1,637.83","1,646.27","1,621.66","-","-0.97%"
"Aug 17, 2007","1,637.81","1,599.39","1,639.80","1,567.40","-","2.40%"
"Aug 16, 2007","1,599.39","1,639.64","1,639.68","1,583.50","-","-2.46%"
"Aug 15, 2007","1,639.68","1,676.53","1,676.85","1,636.49","-","-2.22%"
"Aug 14, 2007","1,676.85","1,680.02","1,684.32","1,666.22","-","-0.19%"
"Aug 13, 2007","1,680.03","1,644.14","1,681.68","1,644.13","-","2.18%"
"Aug 10, 2007","1,644.13","1,676.32","1,676.36","1,626.17","-","-1.92%"
"Aug 09, 2007","1,676.36","1,725.32","1,736.66","1,670.48","-","-2.84%"
"Aug 08, 2007","1,725.32","1,692.13","1,725.56","1,692.10","-","1.96%"
"Aug 07, 2007","1,692.10","1,689.42","1,710.59","1,687.92","-","0.16%"
"Aug 06, 2007","1,689.42","1,715.47","1,715.47","1,680.20","-","-1.52%"
"Aug 03, 2007","1,715.47","1,712.37","1,728.94","1,706.22","-","0.19%"
"Aug 02, 2007","1,712.20","1,693.14","1,712.88","1,693.14","-","1.13%"
"Aug 01, 2007","1,693.14","1,734.41","1,734.42","1,677.77","-","-2.38%"
"Jul 31, 2007","1,734.42","1,702.63","1,737.08","1,702.63","-","1.87%"
"Jul 30, 2007","1,702.63","1,703.01","1,728.22","1,685.40","-","-0.02%"
"Jul 27, 2007","1,703.01","1,724.27","1,724.28","1,677.63","-","-1.23%"
"Jul 26, 2007","1,724.28","1,780.66","1,792.04","1,721.06","-","-3.16%"
"Jul 25, 2007","1,780.62","1,766.91","1,781.00","1,748.67","-","0.78%"
"Jul 24, 2007","1,766.92","1,807.28","1,811.02","1,766.66","-","-2.23%"
"Jul 23, 2007","1,807.28","1,791.55","1,812.10","1,775.52","-","0.88%"
"Jul 20, 2007","1,791.60","1,799.77","1,817.58","1,783.70","-","-0.45%"
"Jul 19, 2007","1,799.74","1,767.64","1,802.82","1,767.63","-","1.82%"
"Jul 18, 2007","1,767.64","1,789.63","1,789.88","1,755.86","-","-1.24%"
"Jul 17, 2007","1,789.88","1,792.98","1,792.99","1,764.96","-","-0.17%"
"Jul 16, 2007","1,792.99","1,791.55","1,798.99","1,777.06","-","0.08%"
"Jul 13, 2007","1,791.55","1,787.82","1,807.55","1,785.66","-","0.21%"
"Jul 12, 2007","1,787.79","1,737.63","1,789.12","1,737.63","-","2.89%"
"Jul 11, 2007","1,737.63","1,723.30","1,744.53","1,709.11","-","0.83%"
"Jul 10, 2007","1,723.30","1,753.51","1,753.75","1,721.67","-","-1.74%"
"Jul 09, 2007","1,753.75","1,734.63","1,756.05","1,734.63","-","1.10%"
"Jul 06, 2007","1,734.63","1,729.26","1,736.07","1,718.97","-","0.31%"
"Jul 05, 2007","1,729.26","1,702.20","1,733.78","1,702.04","-","1.60%"
"Jul 04, 2007","1,702.04","1,705.55","1,710.50","1,699.50","-","-0.20%"
"Jul 03, 2007","1,705.49","1,682.69","1,710.84","1,682.69","-","1.35%"
"Jul 02, 2007","1,682.69","1,665.96","1,684.36","1,665.28","-","1.00%"
"Jun 29, 2007","1,665.96","1,669.70","1,678.85","1,656.73","-","-0.20%"
"Jun 28, 2007","1,669.28","1,654.90","1,677.46","1,654.89","-","0.87%"
"Jun 27, 2007","1,654.89","1,672.67","1,672.68","1,649.60","-","-1.06%"
"Jun 26, 2007","1,672.68","1,654.93","1,674.16","1,649.51","-","1.07%"
"Jun 25, 2007","1,654.93","1,675.60","1,675.65","1,654.83","-","-1.24%"
"Jun 22, 2007","1,675.65","1,673.61","1,686.13","1,667.98","-","0.12%"
"Jun 21, 2007","1,673.59","1,700.95","1,701.09","1,671.76","-","-1.62%"
"Jun 20, 2007","1,701.09","1,670.37","1,703.53","1,670.36","-","1.84%"
"Jun 19, 2007","1,670.36","1,682.22","1,692.65","1,665.78","-","-0.71%"
"Jun 18, 2007","1,682.22","1,672.29","1,691.01","1,672.29","-","0.59%"
"Jun 15, 2007","1,672.29","1,662.71","1,679.30","1,651.00","-","0.58%"
"Jun 14, 2007","1,662.71","1,611.57","1,662.71","1,610.83","-","3.22%"
"Jun 13, 2007","1,610.83","1,594.03","1,611.73","1,582.71","-","1.05%"
"Jun 09, 2007","1,594.10","1,587.66","1,600.00","1,586.02","-","0.41%"
"Jun 08, 2007","1,587.66","1,587.93","1,594.41","1,566.32","-","-0.02%"
"Jun 07, 2007","1,587.93","1,607.91","1,615.10","1,585.90","-","-1.24%"
"Jun 06, 2007","1,607.94","1,615.35","1,628.88","1,596.98","-","-0.46%"
"Jun 05, 2007","1,615.31","1,611.81","1,632.14","1,611.81","-","0.22%"
"Jun 04, 2007","1,611.81","1,619.89","1,624.54","1,597.73","-","-0.50%"
"Jun 01, 2007","1,619.89","1,570.41","1,621.49","1,555.67","-","3.16%"
"May 31, 2007","1,570.34","1,516.10","1,570.83","1,516.09","-","3.58%"
"May 30, 2007","1,516.09","1,524.42","1,524.79","1,485.66","-","-0.57%"
"May 29, 2007","1,524.79","1,560.82","1,574.51","1,518.30","-","-2.31%"
"May 28, 2007","1,560.83","1,581.51","1,595.63","1,547.43","-","-1.31%"
"May 25, 2007","1,581.51","1,578.50","1,591.00","1,555.38","-","0.19%"
"May 24, 2007","1,578.57","1,596.18","1,597.42","1,543.81","-","-1.18%"
"May 23, 2007","1,597.42","1,645.83","1,645.86","1,595.00","-","-2.94%"
"May 22, 2007","1,645.86","1,651.34","1,657.95","1,633.98","-","-0.33%"
"May 21, 2007","1,651.34","1,645.96","1,662.25","1,645.53","-","0.34%"
"May 18, 2007","1,645.72","1,619.13","1,648.09","1,618.91","-","1.66%"
"May 17, 2007","1,618.91","1,635.36","1,648.96","1,616.07","-","-1.01%"
"May 16, 2007","1,635.36","1,605.51","1,635.98","1,603.04","-","1.86%"
"May 15, 2007","1,605.46","1,632.44","1,632.46","1,600.53","-","-1.65%"
"May 14, 2007","1,632.46","1,625.85","1,649.71","1,606.33","-","0.42%"
"May 11, 2007","1,625.69","1,664.89","1,664.89","1,621.04","-","-2.35%"
"May 10, 2007","1,664.89","1,684.11","1,704.49","1,659.08","-","-1.14%"
"May 08, 2007","1,684.11","1,697.67","1,702.67","1,681.29","-","-0.80%"
"May 07, 2007","1,697.67","1,698.33","1,707.23","1,694.36","-","-0.04%"
"May 04, 2007","1,698.33","1,693.73","1,705.12","1,691.56","-","0.27%"
