"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 22, 2009","1,020.77","1,080.61","1,107.20","1,016.91","-","-5.54%"
"Jan 21, 2009","1,080.61","1,059.76","1,096.23","1,019.39","-","1.97%"
"Jan 20, 2009","1,059.76","1,097.62","1,098.41","1,030.48","-","-3.45%"
"Jan 19, 2009","1,097.62","1,154.07","1,169.85","1,082.24","-","-4.89%"
"Jan 16, 2009","1,154.07","1,151.95","1,186.88","1,143.78","-","0.18%"
"Jan 15, 2009","1,151.95","1,162.94","1,198.88","1,138.75","-","-0.95%"
"Jan 14, 2009","1,162.94","1,252.20","1,280.97","1,162.00","-","-7.13%"
"Jan 13, 2009","1,252.20","1,252.18","1,267.22","1,231.98","-","0.00%"
"Jan 12, 2009","1,252.18","1,241.49","1,274.63","1,238.29","-","0.86%"
"Jan 11, 2009","1,241.49","1,235.76","1,260.20","1,233.69","-","0.46%"
"Dec 31, 2008","1,235.76","1,236.90","1,238.72","1,223.11","-","-0.09%"
"Dec 30, 2008","1,236.90","1,226.31","1,239.52","1,200.10","-","0.86%"
"Dec 29, 2008","1,226.31","1,221.54","1,263.35","1,221.46","-","0.39%"
"Dec 26, 2008","1,221.54","1,249.79","1,272.08","1,218.42","-","-2.26%"
"Dec 25, 2008","1,249.79","1,282.08","1,295.02","1,239.00","-","-2.52%"
"Dec 24, 2008","1,282.08","1,305.29","1,333.52","1,278.31","-","-1.78%"
"Dec 23, 2008","1,305.29","1,238.61","1,307.34","1,213.62","-","5.38%"
"Dec 22, 2008","1,238.61","1,197.82","1,239.82","1,187.57","-","3.41%"
"Dec 19, 2008","1,197.82","1,204.92","1,204.92","1,153.23","-","-0.59%"
"Dec 18, 2008","1,204.92","1,297.49","1,315.28","1,202.17","-","-7.13%"
"Dec 17, 2008","1,297.49","1,276.87","1,306.11","1,276.87","-","1.61%"
"Dec 16, 2008","1,276.87","1,249.86","1,280.90","1,234.59","-","2.16%"
"Dec 15, 2008","1,249.86","1,212.61","1,280.11","1,212.61","-","3.07%"
"Dec 12, 2008","1,212.61","1,217.50","1,219.15","1,151.18","-","-0.40%"
"Dec 11, 2008","1,217.50","1,188.44","1,228.42","1,188.44","-","2.45%"
"Dec 10, 2008","1,188.44","1,162.00","1,197.42","1,157.85","-","2.28%"
"Dec 09, 2008","1,162.00","1,182.42","1,187.10","1,149.70","-","-1.73%"
"Dec 08, 2008","1,182.42","1,079.29","1,183.81","1,079.29","-","9.56%"
"Dec 05, 2008","1,079.29","1,090.72","1,103.08","1,061.10","-","-1.05%"
"Dec 04, 2008","1,090.72","1,087.94","1,117.54","1,073.46","-","0.26%"
"Dec 03, 2008","1,087.94","1,121.96","1,129.97","1,073.46","-","-3.03%"
"Dec 02, 2008","1,121.96","1,097.62","1,125.07","1,047.54","-","2.22%"
"Dec 01, 2008","1,097.62","1,180.36","1,181.60","1,096.55","-","-7.01%"
"Nov 28, 2008","1,180.36","1,208.86","1,211.26","1,148.41","-","-2.36%"
"Nov 27, 2008","1,208.86","1,159.71","1,239.46","1,159.71","-","4.24%"
"Nov 26, 2008","1,159.71","1,178.87","1,213.98","1,158.98","-","-1.63%"
"Nov 25, 2008","1,178.87","1,181.54","1,255.14","1,146.83","-","-0.23%"
"Nov 24, 2008","1,181.54","1,010.45","1,184.26","1,010.45","-","16.93%"
"Nov 21, 2008","1,010.45","1,041.55","1,098.49","1,007.92","-","-2.99%"
"Nov 20, 2008","1,041.55","1,085.50","1,085.50","991.49","-","-4.05%"
"Nov 19, 2008","1,085.50","1,118.30","1,118.30","1,049.12","-","-2.93%"
"Nov 18, 2008","1,118.30","1,061.59","1,120.89","987.88","-","5.34%"
"Nov 17, 2008","1,061.59","1,106.12","1,133.16","1,035.43","-","-4.03%"
"Nov 14, 2008","1,106.12","1,238.81","1,238.81","1,104.48","-","-1.42%"
"Nov 13, 2008","1,122.04","1,191.90","1,191.90","991.84","-","-5.86%"
"Nov 12, 2008","1,191.90","1,191.90","1,191.90","1,191.90","-","0.00%"
"Nov 11, 2008","1,191.90","1,359.32","1,359.32","1,189.39","-","-12.32%"
"Nov 10, 2008","1,359.32","1,322.79","1,441.36","1,322.79","-","2.76%"
"Nov 07, 2008","1,322.79","1,274.11","1,327.79","1,239.79","-","3.82%"
"Nov 06, 2008","1,274.11","1,414.07","1,414.07","1,267.18","-","-9.90%"
"Nov 05, 2008","1,414.07","1,409.62","1,618.36","1,391.07","-","0.32%"
"Nov 01, 2008","1,409.62","1,361.15","1,464.37","1,361.15","-","3.56%"
"Oct 31, 2008","1,361.15","1,348.88","1,374.10","1,267.84","-","0.91%"
"Oct 30, 2008","1,348.88","1,112.15","1,353.65","1,112.15","-","21.29%"
"Oct 29, 2008","1,112.15","986.67","1,113.60","986.67","-","12.72%"
"Oct 28, 2008","986.67","962.85","991.97","911.93","-","5.30%"
"Oct 24, 2008","937.01","1,084.43","1,084.43","928.02","-","-13.59%"
"Oct 23, 2008","1,084.43","1,123.38","1,123.38","1,050.89","-","-3.47%"
"Oct 22, 2008","1,123.38","1,151.93","1,151.93","1,087.24","-","-2.48%"
"Oct 21, 2008","1,151.93","1,125.20","1,178.67","1,125.20","-","2.38%"
"Oct 20, 2008","1,125.20","1,084.39","1,160.85","1,084.39","-","3.76%"
"Oct 17, 2008","1,084.39","1,114.39","1,192.47","1,045.29","-","-2.69%"
"Oct 16, 2008","1,114.39","1,210.37","1,210.37","1,089.97","-","-7.93%"
"Oct 15, 2008","1,210.37","1,320.79","1,320.79","1,191.75","-","-8.36%"
"Oct 14, 2008","1,320.79","1,172.14","1,339.06","1,172.14","-","12.68%"
"Oct 13, 2008","1,172.14","1,168.21","1,260.84","1,146.09","-","0.34%"
"Oct 10, 2008","1,168.21","1,168.21","1,168.21","1,168.21","-","0.00%"
"Oct 09, 2008","1,168.21","1,062.58","1,249.77","1,062.58","-","9.94%"
"Oct 08, 2008","1,062.58","1,235.21","1,235.21","1,049.66","-","-13.98%"
"Oct 07, 2008","1,235.21","1,240.50","1,326.50","1,147.62","-","-0.43%"
"Oct 06, 2008","1,240.50","1,548.22","1,548.22","1,210.36","-","-19.88%"
"Oct 03, 2008","1,548.22","1,629.97","1,637.72","1,516.93","-","-5.02%"
"Oct 02, 2008","1,629.97","1,720.87","1,727.63","1,628.10","-","-5.28%"
"Oct 01, 2008","1,720.87","1,732.61","1,777.10","1,692.68","-","-0.68%"
"Sep 30, 2008","1,732.61","1,704.64","1,745.37","1,585.59","-","1.64%"
"Sep 29, 2008","1,704.64","1,802.65","1,809.33","1,693.53","-","-5.44%"
"Sep 26, 2008","1,802.65","1,833.41","1,834.69","1,771.07","-","-1.68%"
"Sep 25, 2008","1,833.41","1,838.86","1,854.50","1,783.05","-","-0.30%"
"Sep 24, 2008","1,838.86","1,767.90","1,856.40","1,767.90","-","4.01%"
"Sep 23, 2008","1,767.90","1,822.10","1,822.10","1,708.62","-","-2.97%"
"Sep 22, 2008","1,822.10","1,793.65","1,933.11","1,786.57","-","1.59%"
"Sep 19, 2008","1,793.65","1,312.18","1,830.85","1,312.18","-","36.69%"
"Sep 18, 2008","1,312.18","1,312.18","1,312.18","1,312.18","-","0.00%"
"Sep 17, 2008","1,312.18","1,377.65","1,501.02","1,177.42","-","-4.75%"
"Sep 16, 2008","1,377.65","1,742.30","1,742.30","1,343.34","-","-20.93%"
"Sep 15, 2008","1,742.30","1,854.59","1,854.59","1,695.10","-","-6.05%"
"Sep 12, 2008","1,854.59","1,739.01","1,879.79","1,739.01","-","6.65%"
"Sep 11, 2008","1,739.01","1,846.61","1,854.88","1,735.87","-","-4.49%"
"Sep 10, 2008","1,820.77","1,902.49","1,918.70","1,747.01","-","-4.30%"
"Sep 09, 2008","1,902.49","2,124.47","2,124.47","1,890.37","-","-10.45%"
"Sep 08, 2008","2,124.47","2,054.80","2,173.73","2,054.80","-","3.39%"
"Sep 05, 2008","2,054.80","2,149.26","2,149.26","1,930.70","-","-4.39%"
"Sep 04, 2008","2,149.26","2,252.39","2,294.50","2,132.21","-","-4.58%"
"Sep 03, 2008","2,252.39","2,333.43","2,333.70","2,247.24","-","-3.47%"
"Sep 02, 2008","2,333.43","2,316.53","2,340.27","2,267.93","-","0.73%"
"Sep 01, 2008","2,316.53","2,276.01","2,347.68","2,244.51","-","1.78%"
"Aug 29, 2008","2,276.01","2,308.52","2,308.52","2,234.57","-","-1.41%"
"Aug 28, 2008","2,308.52","2,199.07","2,309.09","2,181.16","-","4.98%"
"Aug 27, 2008","2,199.07","2,201.92","2,253.36","2,134.38","-","-0.13%"
"Aug 26, 2008","2,201.92","2,263.85","2,263.85","2,101.69","-","-2.74%"
"Aug 25, 2008","2,263.85","2,387.56","2,416.13","2,262.92","-","-5.18%"
"Aug 22, 2008","2,387.56","2,420.03","2,449.80","2,379.79","-","-1.34%"
"Aug 21, 2008","2,420.03","2,414.12","2,441.29","2,331.10","-","0.24%"
"Aug 20, 2008","2,414.12","2,378.48","2,428.79","2,378.47","-","1.50%"
"Aug 19, 2008","2,378.48","2,543.33","2,543.33","2,360.39","-","-6.48%"
"Aug 18, 2008","2,543.33","2,559.50","2,587.57","2,540.40","-","-0.63%"
"Aug 15, 2008","2,559.50","2,523.18","2,563.12","2,508.98","-","1.44%"
"Aug 14, 2008","2,523.18","2,476.30","2,551.59","2,476.30","-","1.89%"
"Aug 13, 2008","2,476.30","2,529.23","2,557.09","2,474.84","-","-2.09%"
"Aug 12, 2008","2,529.23","2,468.51","2,572.59","2,407.59","-","2.46%"
"Aug 11, 2008","2,468.51","2,384.43","2,469.02","2,228.53","-","3.53%"
"Aug 08, 2008","2,384.43","2,533.37","2,533.59","2,376.47","-","-5.88%"
"Aug 07, 2008","2,533.37","2,513.61","2,576.95","2,507.37","-","0.79%"
"Aug 06, 2008","2,513.61","2,483.36","2,557.04","2,392.95","-","1.22%"
"Aug 05, 2008","2,483.36","2,579.96","2,579.96","2,481.36","-","-3.74%"
"Aug 04, 2008","2,579.96","2,643.33","2,654.04","2,578.95","-","-2.40%"
"Aug 01, 2008","2,643.33","2,644.93","2,668.77","2,611.76","-","-0.06%"
"Jul 31, 2008","2,644.93","2,674.24","2,734.77","2,632.83","-","-1.10%"
"Jul 30, 2008","2,674.24","2,549.02","2,674.24","2,549.02","-","4.91%"
"Jul 29, 2008","2,549.02","2,575.09","2,605.31","2,491.09","-","-1.01%"
"Jul 28, 2008","2,575.09","2,630.33","2,681.79","2,563.52","-","-2.10%"
"Jul 25, 2008","2,630.33","2,784.53","2,784.53","2,609.09","-","-5.54%"
"Jul 24, 2008","2,784.53","2,821.44","2,823.88","2,780.51","-","-1.31%"
"Jul 23, 2008","2,821.44","2,812.07","2,857.58","2,800.36","-","0.33%"
"Jul 22, 2008","2,812.07","2,855.72","2,855.72","2,794.17","-","-1.53%"
"Jul 21, 2008","2,855.72","2,840.69","2,883.23","2,813.99","-","0.53%"
"Jul 18, 2008","2,840.69","2,954.74","2,954.74","2,836.88","-","-3.86%"
"Jul 17, 2008","2,954.74","2,858.87","2,956.73","2,858.87","-","3.35%"
"Jul 16, 2008","2,858.87","2,826.97","2,866.48","2,783.85","-","1.13%"
"Jul 15, 2008","2,826.97","2,909.70","2,909.70","2,801.31","-","-2.84%"
"Jul 14, 2008","2,909.70","2,835.43","2,910.71","2,835.43","-","2.62%"
"Jul 11, 2008","2,835.43","2,916.96","2,940.66","2,829.43","-","-2.80%"
"Jul 10, 2008","2,916.96","2,921.74","2,940.40","2,872.02","-","-0.16%"
"Jul 09, 2008","2,921.74","2,938.59","2,962.39","2,916.46","-","-0.57%"
"Jul 08, 2008","2,938.59","2,959.90","2,959.90","2,870.21","-","-0.72%"
"Jul 07, 2008","2,959.90","2,931.09","2,975.77","2,931.09","-","0.98%"
"Jul 04, 2008","2,931.09","2,962.08","2,976.95","2,919.89","-","-1.05%"
"Jul 03, 2008","2,962.08","2,956.64","2,981.04","2,886.40","-","0.18%"
"Jul 02, 2008","2,956.64","2,930.36","2,958.39","2,930.36","-","0.90%"
"Jul 01, 2008","2,930.36","3,060.00","3,070.52","2,930.11","-","-4.24%"
"Jun 30, 2008","3,060.00","3,094.37","3,117.44","3,035.49","-","-1.11%"
"Jun 27, 2008","3,094.37","3,087.02","3,111.56","3,027.29","-","0.24%"
"Jun 26, 2008","3,087.02","3,106.05","3,116.92","3,067.81","-","-0.61%"
"Jun 25, 2008","3,106.05","3,099.17","3,139.94","3,081.08","-","0.22%"
"Jun 24, 2008","3,099.17","3,169.70","3,178.11","3,099.17","-","-2.23%"
"Jun 23, 2008","3,169.70","3,214.39","3,219.13","3,154.79","-","-1.39%"
"Jun 20, 2008","3,214.39","3,260.12","3,264.82","3,208.39","-","-1.40%"
"Jun 19, 2008","3,260.12","3,261.60","3,283.68","3,228.87","-","-0.05%"
"Jun 18, 2008","3,261.60","3,283.87","3,309.99","3,254.83","-","-0.68%"
"Jun 17, 2008","3,283.87","3,238.55","3,291.58","3,237.58","-","1.40%"
"Jun 16, 2008","3,238.55","3,235.49","3,274.30","3,231.77","-","0.09%"
"Jun 11, 2008","3,235.49","3,212.70","3,251.26","3,212.70","-","0.71%"
"Jun 10, 2008","3,212.70","3,252.03","3,252.03","3,181.57","-","-1.21%"
"Jun 09, 2008","3,252.03","3,226.86","3,271.83","3,218.85","-","0.78%"
"Jun 07, 2008","3,226.86","3,310.51","3,310.51","3,223.88","-","-2.53%"
"Jun 06, 2008","3,310.51","3,291.11","3,355.32","3,291.11","-","0.59%"
"Jun 05, 2008","3,291.11","3,279.30","3,310.66","3,244.31","-","0.36%"
"Jun 04, 2008","3,279.30","3,386.82","3,386.82","3,253.76","-","-3.17%"
"Jun 03, 2008","3,386.82","3,404.34","3,404.34","3,362.59","-","-0.51%"
"Jun 02, 2008","3,404.34","3,441.38","3,446.08","3,388.36","-","-1.08%"
"May 30, 2008","3,441.38","3,397.57","3,444.53","3,384.17","-","1.29%"
"May 29, 2008","3,397.57","3,339.86","3,410.74","3,339.86","-","1.73%"
"May 28, 2008","3,339.86","3,315.57","3,345.23","3,280.07","-","0.73%"
"May 27, 2008","3,315.57","3,393.57","3,436.71","3,306.51","-","-2.30%"
"May 26, 2008","3,393.57","3,428.77","3,428.77","3,364.93","-","-1.03%"
"May 23, 2008","3,428.77","3,404.31","3,444.34","3,372.81","-","0.72%"
"May 22, 2008","3,404.31","3,476.07","3,514.77","3,394.93","-","-2.06%"
"May 21, 2008","3,476.07","3,445.21","3,508.70","3,414.07","-","0.90%"
"May 20, 2008","3,445.21","3,488.89","3,488.89","3,412.30","-","-1.25%"
"May 19, 2008","3,488.89","3,457.41","3,521.24","3,433.54","-","0.91%"
"May 16, 2008","3,457.41","3,382.41","3,472.42","3,382.41","-","2.22%"
"May 15, 2008","3,382.41","3,411.45","3,456.16","3,367.66","-","-0.85%"
"May 14, 2008","3,411.45","3,263.70","3,412.76","3,250.10","-","4.53%"
"May 13, 2008","3,263.70","3,221.89","3,276.87","3,191.14","-","1.30%"
"May 12, 2008","3,221.89","3,143.02","3,221.89","3,143.02","-","2.51%"
"May 08, 2008","3,143.02","3,046.26","3,158.75","3,015.49","-","3.18%"
"May 07, 2008","3,046.26","2,974.59","3,046.72","2,974.59","-","2.41%"
"May 06, 2008","2,974.59","2,963.24","2,996.61","2,962.24","-","0.38%"
"May 05, 2008","2,963.24","2,970.24","2,987.56","2,950.31","-","-0.24%"
"May 04, 2008","2,970.24","2,914.95","2,974.80","2,914.95","-","1.90%"
"Apr 30, 2008","2,914.95","2,921.49","2,921.49","2,892.42","-","-0.22%"
"Apr 29, 2008","2,921.49","2,930.23","2,940.18","2,918.85","-","-0.30%"
"Apr 28, 2008","2,930.23","2,923.64","2,955.13","2,920.73","-","0.23%"
"Apr 25, 2008","2,923.64","2,886.54","2,927.82","2,881.60","-","1.29%"
"Apr 24, 2008","2,886.54","2,933.93","2,940.92","2,878.43","-","-1.62%"
"Apr 23, 2008","2,933.93","2,945.03","2,970.99","2,909.50","-","-0.38%"
"Apr 22, 2008","2,945.03","2,953.76","2,972.46","2,938.74","-","-0.30%"
"Apr 21, 2008","2,953.76","2,997.39","3,014.77","2,952.23","-","-1.46%"
"Apr 18, 2008","2,997.39","2,941.50","3,003.69","2,941.50","-","1.90%"
"Apr 17, 2008","2,941.50","2,973.35","2,991.96","2,925.51","-","-1.07%"
"Apr 16, 2008","2,973.35","2,928.18","2,985.82","2,916.90","-","1.54%"
"Apr 15, 2008","2,928.18","2,896.05","2,932.22","2,896.05","-","1.11%"
"Apr 14, 2008","2,896.05","2,911.13","2,911.13","2,869.45","-","-0.52%"
"Apr 11, 2008","2,911.13","2,980.46","3,009.07","2,908.01","-","-2.33%"
"Apr 10, 2008","2,980.46","2,978.22","2,986.89","2,946.52","-","0.08%"
"Apr 09, 2008","2,978.22","2,924.11","2,984.94","2,922.47","-","1.85%"
"Apr 08, 2008","2,924.11","2,964.42","2,964.42","2,921.99","-","-1.36%"
"Apr 07, 2008","2,964.42","2,903.54","2,972.21","2,903.54","-","2.10%"
"Apr 04, 2008","2,903.54","2,887.66","2,916.06","2,875.55","-","0.55%"
"Apr 03, 2008","2,887.66","2,935.73","2,960.95","2,885.55","-","-1.64%"
"Apr 02, 2008","2,935.73","2,898.61","2,957.40","2,898.61","-","1.28%"
"Apr 01, 2008","2,898.61","2,871.66","2,921.48","2,843.03","-","0.94%"
"Mar 31, 2008","2,871.66","2,874.93","2,886.41","2,830.32","-","0.25%"
"Mar 28, 2008","2,864.44","2,842.22","2,883.43","2,842.22","-","0.78%"
"Mar 27, 2008","2,842.22","2,794.17","2,870.05","2,794.17","-","1.72%"
"Mar 26, 2008","2,794.17","2,790.95","2,818.56","2,783.99","-","0.12%"
"Mar 25, 2008","2,790.95","2,850.49","2,857.98","2,784.47","-","-2.09%"
"Mar 24, 2008","2,850.49","2,760.89","2,851.30","2,741.55","-","3.25%"
"Mar 21, 2008","2,760.89","2,751.13","2,785.71","2,751.13","-","0.35%"
"Mar 20, 2008","2,751.13","2,809.68","2,809.68","2,715.55","-","-2.08%"
"Mar 19, 2008","2,809.68","2,816.43","2,866.20","2,799.29","-","-0.24%"
"Mar 18, 2008","2,816.43","2,771.42","2,819.38","2,738.75","-","1.62%"
"Mar 17, 2008","2,771.42","2,904.02","2,904.02","2,712.47","-","-4.57%"
"Mar 14, 2008","2,904.02","2,907.61","2,975.79","2,885.72","-","-0.12%"
"Mar 13, 2008","2,907.61","2,967.35","2,967.35","2,903.04","-","-2.01%"
"Mar 12, 2008","2,967.35","2,963.11","3,016.48","2,944.89","-","0.14%"
"Mar 11, 2008","2,963.11","2,855.10","2,963.22","2,837.99","-","3.78%"
"Mar 07, 2008","2,855.10","2,913.95","2,913.95","2,839.12","-","-2.02%"
"Mar 06, 2008","2,913.95","2,930.85","2,965.07","2,907.38","-","-0.58%"
"Mar 05, 2008","2,930.85","2,883.37","2,931.87","2,872.35","-","1.65%"
"Mar 04, 2008","2,883.37","2,891.59","2,953.57","2,854.18","-","-0.28%"
"Mar 03, 2008","2,891.59","2,924.44","2,924.44","2,834.99","-","-1.12%"
"Feb 29, 2008","2,924.44","2,971.99","3,007.92","2,902.34","-","-1.60%"
"Feb 28, 2008","2,971.99","3,004.98","3,008.79","2,959.98","-","-1.10%"
"Feb 27, 2008","3,004.98","3,039.16","3,077.53","2,994.80","-","-1.12%"
"Feb 26, 2008","3,039.16","3,027.05","3,081.50","3,023.86","-","0.40%"
"Feb 22, 2008","3,027.05","3,017.00","3,049.07","2,966.07","-","0.33%"
"Feb 21, 2008","3,017.00","2,936.37","3,026.53","2,936.37","-","2.75%"
"Feb 20, 2008","2,936.37","2,972.15","2,972.15","2,912.17","-","-1.20%"
"Feb 19, 2008","2,972.15","2,947.57","2,973.34","2,900.85","-","0.83%"
"Feb 18, 2008","2,947.57","2,883.18","2,952.97","2,883.18","-","2.23%"
"Feb 15, 2008","2,883.18","2,934.68","2,944.70","2,866.29","-","-1.75%"
"Feb 14, 2008","2,934.68","2,932.81","2,990.34","2,918.61","-","0.06%"
"Feb 13, 2008","2,932.81","2,896.36","2,945.95","2,832.63","-","1.26%"
"Feb 12, 2008","2,896.36","2,787.78","2,896.37","2,787.78","-","3.89%"
"Feb 11, 2008","2,787.78","2,706.53","2,803.88","2,692.22","-","3.00%"
"Feb 08, 2008","2,706.53","2,734.09","2,783.86","2,673.63","-","-1.01%"
"Feb 07, 2008","2,734.09","2,810.85","2,824.24","2,668.60","-","-2.73%"
"Feb 06, 2008","2,810.85","2,818.09","2,828.47","2,713.15","-","-0.26%"
"Feb 05, 2008","2,818.09","2,892.51","2,959.13","2,799.57","-","-2.57%"
"Feb 04, 2008","2,892.51","2,905.88","2,927.43","2,874.38","-","2.12%"
"Feb 01, 2008","2,832.33","2,712.77","2,881.09","2,712.77","-","4.41%"
"Jan 31, 2008","2,712.77","2,841.89","2,859.15","2,685.91","-","-4.54%"
"Jan 30, 2008","2,841.89","2,903.58","2,903.58","2,831.53","-","-2.12%"
"Jan 29, 2008","2,903.58","2,831.80","2,906.93","2,831.80","-","2.53%"
"Jan 28, 2008","2,831.80","2,954.01","2,954.01","2,815.51","-","-4.14%"
"Jan 25, 2008","2,954.01","2,877.83","2,967.35","2,877.83","-","2.65%"
"Jan 24, 2008","2,877.83","2,720.35","2,887.28","2,720.35","-","5.79%"
"Jan 23, 2008","2,720.35","2,863.86","2,965.88","2,707.82","-","-5.01%"
"Jan 22, 2008","2,863.86","2,926.99","3,003.51","2,625.61","-","-2.16%"
"Jan 21, 2008","2,926.99","3,172.79","3,172.79","2,904.61","-","-7.75%"
"Jan 18, 2008","3,172.79","3,189.75","3,208.33","3,138.19","-","-1.27%"
"Jan 17, 2008","3,213.74","3,273.69","3,288.65","3,163.15","-","-1.83%"
"Jan 16, 2008","3,273.69","3,414.95","3,414.95","3,234.41","-","-4.14%"
"Jan 15, 2008","3,414.95","3,442.24","3,456.45","3,403.77","-","-0.79%"
"Jan 14, 2008","3,442.24","3,411.79","3,443.03","3,390.88","-","0.89%"
"Jan 11, 2008","3,411.79","3,421.35","3,423.95","3,395.79","-","-0.28%"
"Jan 10, 2008","3,421.35","3,396.61","3,437.67","3,396.61","-","0.73%"
"Jan 09, 2008","3,396.61","3,357.21","3,422.94","3,357.21","-","1.17%"
"Dec 28, 2007","3,357.21","3,393.67","3,394.47","3,354.80","-","-1.07%"
"Dec 27, 2007","3,393.67","3,396.84","3,415.98","3,382.79","-","-0.09%"
"Dec 26, 2007","3,396.84","3,412.43","3,417.30","3,384.76","-","-0.46%"
"Dec 25, 2007","3,412.43","3,424.93","3,439.32","3,398.98","-","-0.36%"
"Dec 24, 2007","3,424.93","3,414.05","3,445.88","3,414.05","-","0.32%"
"Dec 21, 2007","3,414.05","3,412.32","3,433.37","3,384.40","-","0.05%"
"Dec 20, 2007","3,412.32","3,365.88","3,414.90","3,365.88","-","1.38%"
"Dec 19, 2007","3,365.88","3,386.26","3,411.17","3,342.07","-","-0.60%"
"Dec 18, 2007","3,386.26","3,348.89","3,398.80","3,338.87","-","1.12%"
"Dec 17, 2007","3,348.89","3,370.69","3,372.78","3,312.45","-","-0.65%"
"Dec 14, 2007","3,370.69","3,432.03","3,448.73","3,339.69","-","-1.79%"
"Dec 13, 2007","3,432.03","3,501.82","3,501.82","3,419.88","-","-1.99%"
"Dec 12, 2007","3,501.82","3,463.09","3,502.39","3,420.39","-","1.12%"
"Dec 11, 2007","3,463.09","3,456.19","3,496.45","3,438.60","-","0.20%"
"Dec 10, 2007","3,456.19","3,410.45","3,472.59","3,382.33","-","1.34%"
"Dec 07, 2007","3,410.45","3,374.77","3,425.96","3,374.77","-","1.06%"
"Dec 06, 2007","3,374.77","3,388.22","3,417.89","3,359.76","-","-0.40%"
"Dec 05, 2007","3,388.22","3,289.20","3,389.32","3,289.20","-","3.01%"
"Dec 04, 2007","3,289.20","3,293.68","3,310.98","3,281.51","-","-0.14%"
"Dec 03, 2007","3,293.68","3,318.79","3,331.08","3,292.22","-","-0.76%"
"Nov 30, 2007","3,318.79","3,270.31","3,325.73","3,270.31","-","1.48%"
"Nov 29, 2007","3,270.31","3,252.08","3,299.05","3,252.08","-","0.56%"
"Nov 28, 2007","3,252.08","3,229.88","3,258.09","3,193.89","-","0.69%"
"Nov 27, 2007","3,229.88","3,275.78","3,279.51","3,220.31","-","-1.40%"
"Nov 26, 2007","3,275.78","3,222.18","3,287.36","3,222.18","-","1.66%"
"Nov 23, 2007","3,222.18","3,189.40","3,225.91","3,175.57","-","1.03%"
"Nov 22, 2007","3,189.40","3,212.66","3,229.15","3,165.60","-","-0.72%"
"Nov 21, 2007","3,212.66","3,269.68","3,269.68","3,198.05","-","-1.74%"
"Nov 20, 2007","3,269.68","3,246.66","3,274.74","3,216.78","-","0.71%"
"Nov 19, 2007","3,246.66","3,310.93","3,334.35","3,245.50","-","-1.94%"
"Nov 16, 2007","3,310.93","3,374.29","3,374.29","3,301.26","-","-1.88%"
"Nov 15, 2007","3,374.29","3,411.62","3,411.62","3,370.65","-","-1.13%"
"Nov 14, 2007","3,412.71","3,397.78","3,421.56","3,378.90","-","0.50%"
"Nov 13, 2007","3,395.66","3,427.78","3,427.82","3,380.27","-","-0.94%"
"Nov 12, 2007","3,427.84","3,427.34","3,451.94","3,405.63","-","-0.02%"
"Nov 09, 2007","3,428.53","3,478.78","3,496.97","3,421.88","-","-1.44%"
"Nov 08, 2007","3,478.79","3,448.03","3,494.22","3,398.55","-","0.82%"
"Nov 07, 2007","3,450.60","3,465.70","3,494.60","3,429.47","-","-0.43%"
"Nov 06, 2007","3,465.49","3,422.03","3,470.46","3,418.48","-","1.26%"
"Nov 02, 2007","3,422.48","3,392.69","3,429.04","3,355.65","-","0.79%"
"Nov 01, 2007","3,395.80","3,414.60","3,472.26","3,368.92","-","-0.47%"
"Oct 31, 2007","3,411.81","3,387.16","3,418.62","3,368.48","-","0.74%"
"Oct 30, 2007","3,386.88","3,413.14","3,413.14","3,359.23","-","-0.79%"
"Oct 29, 2007","3,413.97","3,386.55","3,435.57","3,386.55","-","0.92%"
"Oct 26, 2007","3,382.83","3,315.96","3,384.83","3,315.96","-","2.07%"
"Oct 25, 2007","3,314.10","3,271.81","3,333.73","3,271.81","-","1.35%"
"Oct 24, 2007","3,269.88","3,284.16","3,288.80","3,258.88","-","-0.41%"
"Oct 23, 2007","3,283.27","3,233.65","3,287.89","3,233.65","-","1.62%"
"Oct 22, 2007","3,230.78","3,283.68","3,283.68","3,212.96","-","-1.74%"
"Oct 19, 2007","3,287.95","3,284.34","3,315.67","3,274.33","-","0.07%"
"Oct 18, 2007","3,285.60","3,333.67","3,345.64","3,271.69","-","-1.44%"
"Oct 17, 2007","3,333.72","3,308.59","3,336.92","3,287.49","-","0.74%"
"Oct 16, 2007","3,309.13","3,333.98","3,342.78","3,307.61","-","-0.77%"
"Oct 15, 2007","3,334.86","3,327.18","3,358.59","3,327.18","-","0.30%"
"Oct 12, 2007","3,325.04","3,343.41","3,343.41","3,298.02","-","-0.66%"
"Oct 11, 2007","3,347.14","3,290.94","3,347.62","3,290.94","-","1.72%"
"Oct 10, 2007","3,290.58","3,319.17","3,339.42","3,286.04","-","-0.81%"
"Oct 09, 2007","3,317.53","3,284.47","3,320.23","3,262.94","-","0.99%"
"Oct 08, 2007","3,284.99","3,285.52","3,310.20","3,273.03","-","0.04%"
"Oct 05, 2007","3,283.83","3,254.46","3,294.72","3,254.46","-","0.94%"
"Oct 04, 2007","3,253.11","3,265.90","3,279.07","3,245.89","-","-0.45%"
"Oct 03, 2007","3,267.72","3,300.75","3,325.97","3,259.50","-","-1.01%"
"Oct 02, 2007","3,301.01","3,200.14","3,305.64","3,200.14","-","3.24%"
